発表日	ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	取引状況	売却側企業 12ｶ月EBITDA	売却側企業 12ｶ月営業利益率	売却側企業 12ｶ月粗利益率	売却側企業 過去12ｶ月売上高	買収側企業 12ｶ月EBITDA	買収側企業 12ｶ月営業利益率	買収側企業 12ｶ月粗利益率	買収側企業 過去12ｶ月売上高	ﾀｰｹﾞｯﾄ企業 12ｶ月EBITDA	ﾀｰｹﾞｯﾄ企業 12ｶ月営業利益率	ﾀｰｹﾞｯﾄ企業 12ｶ月粗利益率	ﾀｰｹﾞｯﾄ企業 過去12ｶ月売上高	売却側のﾃｨｯｶｰ	売却側企業 従業員総数	売却側企業 産業ｸﾞﾙｰﾌﾟ	買収側のﾃｨｯｶｰ	買収側企業 従業員総数	買収側企業 産業ｸﾞﾙｰﾌﾟ	ﾀｰｹﾞｯﾄ会社のﾃｨｯｶｰ	ﾀｰｹﾞｯﾄ企業 従業員総数	ﾀｰｹﾞｯﾄ企業 産業ｸﾞﾙｰﾌﾟ	売却側企業 付加価値	買収側企業 付加価値	ﾀｰｹﾞｯﾄ企業 付加価値	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)		売却側企業 EBITDA
03/27/2008	ＭＨＳコネクレーンズ	ｺﾈｸﾚｰﾝｽﾞ	明電舎	N/A	Completed	192.255	3.90421	24.7808	2256.1	394.388	6.54672		3779.25					6508 JP	9647	Hand/Machine Tools	KCR FH	16535	Hand/Machine Tools	MHSCZ JP		Hand/Machine Tools				212.502	163.403	2.901	2.382				177.635
01/10/2008	トミー ヒルフィガー ジャパン	ｴｲﾊﾟｯｸｽ･ﾊﾟｰﾄﾅｰｽﾞ	伊藤忠商事	N/A	Completed	7408.88	3.35292	17.1716	102296	309.124	94.5626		324.858					8001 JP	125944	Distribution/Wholesale	6212Z LN		Diversified Finan Serv	THJJCZ JP		Apparel				414.335	443.416						6213.75
01/13/2008	Cambria Automobiles South East Ltd	Cambria Automobiles Acquisitions Ltd	住友商事	N/A	Completed	1609.99	-0.0440998	16.2338	45791.4						1.32508		109.002	8053 JP	74920	Distribution/Wholesale	2710416Z LN		Holding Companies-Divers	2813491Z LN		Auto Manufacturers				237.777	246.599						1056.74
03/26/2008	"Pelham International Ltd,Pelham Search Pacific Ltd"	Karaboudjan Ltd	パソナグループ	N/A	Completed	229.58	5.96042	24.8012	3148.21									2168 JP	9498	Commercial Services	2837670Z LN		Commercial Services			Commercial Services				232.25	194.55						229.58
03/24/2008	三洋化成製作所	プライベート･インベスター	アーク	N/A	Completed	41.3577	3.92972	23.2357	440.309									7873 JP	3883	Miscellaneous Manufactur			N.A.	SYKSSZ JP		Miscellaneous Manufactur											41.3577
02/04/2008	プラネット･ビジョン６０	プライベート･インベスター	ビジョンメガネ	N/A	Completed	-0.693066	-3.69152	67.9197	112.229									7642 JP	15	Healthcare-Products			N.A.	PLNVSZ JP		Healthcare-Products											
01/23/2008	Daiichiya-Love's Bakery Inc	WCYH LLC	第一屋製パン	N/A	Completed	0.450841	-2.4821	26.545	221.748									2215 JP	902	Food	2911503Z US		Food	2911483Z US		Food											1.97709
03/25/2008	Dominion Colour Corp	マネージメントグループ	Kikuchi Color & Chemicals Corp	N/A	Completed													KCCZ JP		Chemicals			Commercial Services	3143257Z CN	300	Commercial Services											
02/28/2008	Everlife Co Ltd	CLSA Capital Partners Ltd		N/A	Completed															N.A.	CLSACZ HK		Private Equity	0632064D JP		Cosmetics/Personal Care											
02/26/2008	Westin Tokyo Hotel	シンガポール政府投資公社	"ｽﾀｰｳｯﾄﾞ･ｷｬﾋﾟﾀﾙ･ｸﾞﾙｰﾌﾟ (ﾌｧﾝﾄﾞ: Starwood Global Opportunity Fund VII LP),モルガン・スタンレー・キャピタル株式会社"	N/A	Completed															"Diversified Finan Serv, Private Equity"	GIC SP		Diversified Finan Serv			REITS											
07/07/2008	DVD Titles	ｽﾋﾟｰﾄﾞ･ｺﾏｰｽ	双日	N/A	Completed	677.106	2.27858	11.7757	16399.8	-110.839	-92.2667	7.65673	135.776					2768 JP	19463	Distribution/Wholesale	SPDC US	1609	Distribution/Wholesale			Entertainment				265.853	280.728						544.791
07/08/2008	Certain Assets	TomoTherapy Inc	Hi-Art Co Ltd/Japan	N/A	Completed					-32.563	-20.9911	23.5174	200.456					HIARTZ JP		Healthcare-Products	TOMO US	636	Healthcare-Products			Healthcare-Products						-0.127	-0.34				
07/09/2008	アスペジ・ジャパン	Alberto Aspesi & C SpA	ファーストリテイリング	N/A	Completed	3950.02	11.1229	50.1107	20345.6	4.46328	-1.6408		51.2995					9983 JP	57727	Retail	579324Z IM		Retail	ASPSJZ JP		Apparel		38.4967		1964.16	1612.49						3012.96
07/10/2008	フレンチコネクションジャパン	ﾌﾚﾝﾁ･ｺﾈｸｼｮﾝ･ｸﾞﾙｰﾌﾟ	レナウン	N/A	Completed	-10.3384	-2.78613	45.9275	581.479	-15.3294	-25.7343	25.7343	92.1053					3606 JP	927	Apparel	FCCN LN	824	Retail	FRCHCZ JP		Apparel											-15.4679
07/10/2008	Kobelco Metal Powder of America Inc	ﾍｶﾞﾈｽ	神戸製鋼所	N/A	Completed	1650.88	4.18492	15.2593	16856.4	178.786	13.4177	25.5538	958.376					5406 JP	40517	Iron/Steel	HOGAB SS	1623	Metal Fabricate/Hardware	1352385D US		Iron/Steel				103.285	111.435						1238.13
07/18/2008	サハキットウィサーンカンパニー	サハイキットコーソン	日本製麻	N/A	Completed	0.0840818	-1.27986	20.0272	28.9388									3306 JP	259	Food	2906644Z TB		Distribution/Wholesale	2906652Z TB		Distribution/Wholesale											0.578024
08/07/2008	Hans Continental Smallgoods Pty Ltd	Anchorage Capital Partners Pty Ltd	日本たばこ産業	N/A	Terminated	6720.7	24.2455	58.4494	20728.2									2914 JP	58300	Agriculture	2643903Z AU		Investment Companies	2942043Z AU		Food				188.249	157.973						6040.57
08/07/2008	Japanese Training Ops	シティグループ	Newcastle College Group	N/A	Completed					43983	33.5554		80619					2745785Z LN		Commercial Services	C US	214000	Diversified Finan Serv			Commercial Services						7.791	9.999				
08/18/2008	G-major Japan Ltd	Codima Inc		N/A	Completed															N.A.	CDMA US	2	Software	GMAJOZ JP		Telecommunications											
09/02/2008	Private Co	Volcom LLC		N/A	Completed					32.824	7.91386	48.2432	332.897							N.A.	VLCM US	543	Apparel			Distribution/Wholesale							0.915				
09/02/2008	GLO Srl	ＳＫＦ	旭テック	N/A	Completed	89.6418	4.2549	12.0498	1024.65	1577.54	12.8034	26.804	9194.91					5606 JP	3964	Auto Parts&Equipment	SKFB SS	41433	Metal Fabricate/Hardware	2976285Z IM	46	Miscellaneous Manufactur		5504.28				17.961	16.78				89.6418
09/04/2008	グランドアイランド工場	ﾌﾚｾﾞﾆｳｽｶｰﾋﾞUSA	アステラス製薬	N/A	Completed	1752.27	8.96687	80.402	11916.3	216.48	18.0993	52.4833	781.567					4503 JP	15455	Pharmaceuticals	APPX US	72	Pharmaceuticals			Pharmaceuticals				129.333	107.315						1986.21
08/28/2008	Torius Management YK	ｼﾞｮｰﾝｽﾞﾗﾝｸﾞﾗｻｰﾙ	Yugen Sekinin Chukan Hojin JSJ	N/A	Completed					1010.7	4.54435		17355.6					YUGNSZ JP		Real Estate	JLL US	92000	Real Estate	TORIUZ JP		Real Estate						16.773	15.887				
09/08/2008	Spektrum zrt	ﾘﾊﾞﾃｨ･ｸﾞﾛｰﾊﾞﾙ	"ソニーグループ,ﾀｲﾑ･ﾜｰﾅｰ,ｻﾞ･ｳｫﾙﾄ･ﾃﾞｨｽﾞﾆｰ･ｶﾝﾊﾟﾆｰ"	N/A	Completed					4931.8	19.0892	70.6118	13102.2							"Media, Home Furnishings"	LBTYA US	23000	Media	2863358Z HB		Media						1.004	2.332				
09/10/2008	Mobliss Inc	Reaxion Corp	インデックス	N/A	Completed	24.8138	7.27442	36.4157	196.529									4835 JP	551	Internet	350900Z US		Software	289220Z US		Telecommunications											29.5466
09/08/2008	四季リゾーツ	プライベート･インベスター	三菱地所	N/A	Completed	3056.73	18.5071	26.0062	11811.2									8802 JP	9982	Real Estate			N.A.	SKRSRZ JP		Lodging				121.282	111.937						2985.8
09/22/2008	タンガロイ	ﾊﾞｰｸｼｬｰ･ﾊｻｳｪｲ	野村ホールディングス	N/A	Completed	3799.31	8.44581		14167.3	147516	37.4325	44.5272	365148	86.0822	14.8233	41.8399	439.685	8604 JP	26647	Diversified Finan Serv	BRK/A US	360174	Insurance	6139 JP	1200	Hand/Machine Tools				80.307	75.959	18794.9	17985.7				5229.81
09/23/2008	GMAC Home Services Inc		"シティグループ,あおぞら銀行,ｻｰﾍﾞﾗｽ･ｷｬﾋﾟﾀﾙ･ﾏﾈｼﾞﾒﾝﾄ"	N/A	Completed															"Banks, Diversified Finan Serv, Private Equity"			Real Estate	3010180Z US		Diversified Finan Serv											
09/24/2008	ラ･ヴィータ	プライベート･インベスター	川島織物セルコン	N/A	Completed	15.001	1.06021	26.919	477.891									3009 JP	1000	Textiles			N.A.	LAVTAZ JP		Textiles											
09/25/2008	フジタ	Goldman Sachs Capital Partners		N/A	Completed									11.6991	0.0644146	6.59822	3860.96			N.A.	3531322Z US		Private Equity	1725 JP	2719	Engineering&Construction											
09/26/2008	Glass City Harumi/Tokyo	Union Investment Real Estate AG	UniImmo: Global	N/A	Completed													DIFAGLB GR		N.A.	166747Z GR		Diversified Finan Serv			Real Estate											
09/29/2008	Vonex Indonesia PT	プライベート･インベスター	三菱レイヨン	N/A	Completed	381.083	1.06394	17.0938	5239.94									3404 JP	8315	Textiles			Textiles	3020278Z IJ	800	Textiles											452.396
07/08/2008	"Atlas Capital Ltd/Cayman Island,Sigma Asset Management Guernsey Ltd,Atlas Capital Tokyo Ltd,Axis Capital Management Bahamas Ltd"	Sciens Capital Management LLC	Atlas Capital Associates Ltd	N/A	Completed													3039500Z KY		Diversified Finan Serv	651142Z US		Private Equity			Diversified Finan Serv											
08/31/2008	Solado Harakuju	Union Investment Real Estate AG		N/A	Completed															N.A.	166747Z GR		Diversified Finan Serv			Real Estate											
09/11/2008	Mahindra Hinoday Industries Ltd	マヒンドラ･マヒンドラ	日立金属	N/A	Completed	95.5406	-4.62544	13.727	7830.48	1980.08	16.952		8184.54					5486 JP	28620	Iron/Steel	MM IN	19941	Auto Manufacturers	1074Z IN		Auto Parts&Equipment				78.02	38.587	44.34	39.651				11.2631
04/12/2021	RB SEC	Jaguar Growth Partners LLC	RB Capital SA	N/A	Completed													1475959D BZ		Investment Companies	1087498D US		Private Equity	1880956D BZ		Diversified Finan Serv											
06/01/2021	オリンパスシステムズ	ｱｸｾﾝﾁｭｱ	オリンパス	N/A	Pending	1555.25	13.4052	63.3546	7376.98	9890.78	15.0822	32.3828	50533.4					7733 JP	31653	Healthcare-Products	ACN US	624000	Computers	1892434D JP		Computers				89.69	75.369	11.216	10.131				1333.15
03/13/2021	Ｍａｒｑｕｅ　Ｓｕｐｐｌｙ　Ｊａｐａｎ合同会社	ﾎﾟﾗﾘｽ		N/A	Completed					0.63215	0.466715	16.7741	29.6041							N.A.	POL SP	53	Telecommunications	1895268D JP		Investment Companies											
06/08/2021	FEC Cables M Sdn Bhd	ｲﾉﾊﾟｯｸ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	古河電気工業	N/A	Proposed	433.69	1.5753	16.0458	8019.98									5801 JP	48449	Electrical Compo&Equip	INN SP		Telecommunications	7728952Z MK	180	Electrical Compo&Equip				258.679	196.501						382.909
06/09/2021	UV Technologies Pvt Ltd	De Nora India Ltd	クラレ	N/A	Pending	1083.54	9.47075	30.9047	5467.26	1.12472	11.3691		6.80907					3405 JP	11219	Chemicals	DENI IN		Engineering&Construction	1894731D IN		Commercial Services				102.083	88.119						1000.72
04/22/2021	ACL Airshop Inc	Alinda Capital Partners LLC	"オリックスUSA,Azalea Capital LLC,Argosy Capital Group Inc,Balance Point Capital Advisors LLC,Ranger Aerospace LLC"	N/A	Completed															"Holding Companies-Divers, Diversified Finan Serv, Private Equity"	951917Z US		Private Equity	1883840D US		Transportation											
06/11/2021	SATAS	マネージメントグループ	ＧＦＡ	N/A	Pending	-11.9448	-1444.47		0.89953									8783 JP	60	Diversified Finan Serv			Investment Companies	1837444D JP		Real Estate											-13.0237
12/14/2020	Alcatel-Lucent Voice Business/NTT Austria GmbH	テレコム･オーストリア	日本電信電話	N/A	Pending	29882.3	13.7537	50.5722	113368	1946.99	15.1447		5440.17					9432 JP	324667	Telecommunications	TKA AV	18000	Telecommunications			Telecommunications		4351.67		322.011	308.944	0.748	0.691				29983.6
03/19/2021	Conveyor business	Stellex Capital Management LP	小松製作所	N/A	Completed	3171.97	8.49748	26.4908	22345.2									6301 JP	61564	Machinery-Constr&Mining	1299996D US		Investment Companies			Telecommunications				223.946	184.962						3016
06/15/2021	Tire Rubber Unit/LCY Chemical Corp	李長栄化学工業[LCYｹﾐｶﾙ]	ブリヂストン	N/A	Pending	4415.31	6.67271	38.4576	30129.7	173.549	8.03024	15.017	1637.7					5108 JP	138036	Auto Parts&Equipment	1704 TT	1867	Chemicals			Auto Manufacturers				421.85	476.19		5.05				3106.82
06/15/2021	導入コンサルティング事業	ｱｸｾﾝﾁｭｱ	Daizo Corp	N/A	Pending					9890.78	15.0822	32.3828	50533.4					DAOZ JP		Miscellaneous Manufactur	ACN US	624000	Computers			Commercial Services						11.216	10.131				
09/28/2009	Ningbo Rayon Acrylic Fibers Co Ltd	Nantong Zhongxin Textile and Dyeing Co	三菱レイヨン	N/A	Completed	381.083	1.06394	17.0938	5239.94									3404 JP	8315	Textiles	TEXTIZ CH		Textiles	3405639Z CH		Textiles											452.396
09/30/2009	Mitsubishi Material Plansee Golbao Sinter Holding	Plansee Holding AG	三菱マテリアル	N/A	Completed	993.211	2.48144	11.9698	14731.6									5711 JP	27162	Mining	3408242Z AV	6239	Miscellaneous Manufactur	3408226Z LX		Mining				296.171	279.427						876.365
10/01/2009	China Techno Foam Co Ltd	ｸﾞﾘｯﾄ･ﾎｰﾙﾃﾞｨﾝｸﾞ	"Daiwa Seisakusho Corp,Hiromoku Giken Co Ltd"	N/A	Completed					70.213	9.22186	20.185	609.179							Holding Companies-Divers	GUR SW	2951	Chemicals	CHGJBFZ CH		Miscellaneous Manufactur						81.046	60.138				
07/22/2009	NTRU Cryptosystems Inc	Security Innovations Inc	"ソニーグループ,Calmare Therapeutics Inc,Greylock Partners (ﾌｧﾝﾄﾞ: Greylock X LP)"	N/A	Completed															"Home Furnishings, Commercial Services, Private Equity"	0063829D US		Computers	0611971D US		Computers											
10/14/2009	開発品SD281	Biocopea Ltd	そーせいグループ	N/A	Completed	14.4645	2.27537	90.7398	88.7499									4565 JP	188	Pharmaceuticals	3419598Z LN		Pharmaceuticals			Pharmaceuticals				38.547	33.926						21.345
11/04/2009	マセラ鉱区	エナジー･メガ･プルサダ	INPEX	N/A	Completed	4861.6	39.6857	49.0043	8244.37	233.336	33.9334	39.1203	342.263					1605 JP	3163	Oil&Gas	ENRG IJ	412	Oil&Gas			Oil&Gas				127.722	119.13						4022.85
11/09/2009	Portland District Cooling Co	ｳﾞｪｵﾘｱ･ｴﾝﾊﾞｲﾛﾒﾝﾄ	丸紅	N/A	Completed	2752.75	2.12668	10.332	64610	3877.07	4.58099	16.3884	32499.4					8002 JP	45470	Distribution/Wholesale	VIE FP	181514	Water	3447747Z US		Water				170.62	181.567	1.656	1.341				2576.37
11/19/2009	AVANCE	ｽﾄﾙﾄ･ﾆｰﾙｾﾝ	飯野海運	N/A	Completed	156.836	5.84588	13.2429	851.384	491.356	10.2107	18.858	1961.68					9119 JP	659	Transportation	SNI NO	6480	Transportation			Transportation						1.96	0.714				168.985
12/04/2009	CAMI Automotive Inc	ﾓｰﾀｰｽﾞ･ﾘｸｲﾃﾞｰｼｮﾝ	スズキ	N/A	Completed	3646.22	6.88106	26.2088	33797.1									7269 JP	70419	Auto Manufacturers	MTLQQ US		Auto Manufacturers	1456Z CN		Auto Manufacturers				420.704	358.167						3122.14
11/16/2009	Certain Assets	Kirchhoff Automotive Canada Inc	Matsui Manufacturing Co	N/A	Completed													MMCZ JP		Miscellaneous Manufactur	3497054Z CN	2000	Miscellaneous Manufactur			Miscellaneous Manufactur											
12/15/2009	China Major Group Co Ltd	Woodpecker Co Ltd	コージツ	N/A	Completed	10.2184	3.9272	38.8548	151.421									9905 JP	528	Retail	3500680Z KY		Investment Companies	CHMGRZ CH		Distribution/Wholesale											
12/21/2009	プレミア債権回収株式会社	ｴﾘｵｯﾄ･ﾏﾈｼﾞﾒﾝﾄ	ﾌﾞﾙｰｽﾃﾑ･ｸﾞﾙｰﾌﾟ	N/A	Completed	71.022	1.21117	45.4774	1709.92									BGRP US		Diversified Finan Serv	978325Z US		Private Equity	PREMASZ JP		Investment Companies											61.067
11/11/2009	Sumisho Computer Systems Corp/Tokyo	Bencis Capital Partners BV	Unidare PLC	N/A	Completed				246.676									UDRU ID		Distribution/Wholesale	393025Z NA		Private Equity			Computers					0.28						
12/15/2009	M Argueso & Co Inc	Paramelt BV	"ﾌﾟﾚｼｼﾞｮﾝ･ｷｬｽﾄﾊﾟｰﾂ,エス・ピー・エス"	N/A	Completed															"Metal Fabricate/Hardware, Miscellaneous Manufactur"	555200Z NA	147	Miscellaneous Manufactur	28273Z US	112	Miscellaneous Manufactur											
10/27/2009	ブロードリーフ	ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ	オリンパス	N/A	Completed	1555.25	13.4052	63.3546	7376.98	3879.5	46.6826		7744	56.4207	17.9722	71.4935	195.995	7733 JP	31653	Miscellaneous Manufactur	CG US	1825	Private Equity	3673 JP	951	Software				89.69	75.369	3.522	3.268	19.2	19.2		1333.15
04/10/2009	アークセチンマネジメント	ﾚﾌﾞｽﾄｰﾝﾌﾟﾗｽﾁｯｸｶﾅﾀﾞ	アーク	N/A	Completed	41.3577	3.92972	23.2357	440.309									7873 JP	3883	Miscellaneous Manufactur	3263219Z US		Miscellaneous Manufactur	3263211Z CN		Miscellaneous Manufactur											41.3577
04/15/2009	Mobase Co Ltd	プライベート･インベスター	アーク	N/A	Completed	41.3577	3.92972	23.2357	440.309					48.7199	0.0108163	7.17694	1046.09	7873 JP	3883	Miscellaneous Manufactur			Miscellaneous Manufactur	101330 KS		Electronics											41.3577
04/20/2009	Piolax of Taiwan Inc	San Long Industrial Co Ltd	パイオラックス	N/A	Completed	83.274	9.8182	26.4578	508.36									5988 JP	2952	Auto Parts&Equipment	SNLNIZ TT		Auto Parts&Equipment	POLTTZ TT		Auto Parts&Equipment				169.44	127.475						71.5313
06/01/2009	Flight kitchen at Tokyo Narita Airport	ｹﾞｰﾄｸﾞﾙｰﾌﾟ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	ﾕﾅｲﾃｯﾄﾞ･ｴｱﾗｲﾝｽﾞ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	N/A	Completed	-2903	-37.0109		14593	-593.89	-49.0306		1655.62					UAL US	84400	Airlines	1583423D SW		Transportation			Food Service		1107.69		3.302	-12.862						-2961
06/11/2009	ﾕｰﾛｺﾌﾟﾀｰｼﾞｬﾊﾟﾝT&E	ｴｱﾊﾞｽ	ＡＮＡホールディングス	N/A	Completed	-1853.44	-45.9463	-23.3735	7570.23	7373.6	6.69053	17.0339	66329					9202 JP	20517	Airlines	AIR FP	126050	Aerospace/Defense	ERCOTZ JP		Airlines				83.075	-179.983	5.072	3.902				-2700.77
06/12/2009	麦わら焚発電ﾌﾟﾗﾝﾄ建設事業	Dragon Base Power Technology Ltd	"伊藤忠商事,タクマ"	N/A	Completed															"Distribution/Wholesale, Engineering&Construction"	3319752Z VI		Energy-Alternate Sources			Energy-Alternate Sources											
06/12/2009	錦州日電鉄合金有限公司	亜洲鉱業有限公司	新日本電工	N/A	Completed	69.7112	9.4703	18.9493	539.929									5563 JP	976	Mining	AMINGZ CH		Mining	JZNDMZ CH		Mining				30.95	26.55						68.008
06/16/2009	SDA Inc	GRL Capital Advisors LLC	オートバックスセブン	N/A	Completed	149.379	5.10922	33.3254	2138.73									9832 JP	4279	Retail	3322608Z US		Investment Companies	9143659Z US	50	Retail				87.65	83.89						138.959
06/19/2009	ＭｏｎｏｔａＲＯ	WWｸﾞﾚﾝｼﾞｬｰ		N/A	Completed					1526	10.9959	35.249	12250	229.093	12.7567	28.6631	1633.58			N.A.	GWW US	23100	Distribution/Wholesale	3064 JP	765	Internet						22.614	19.161	40.057	34.241		
06/30/2009	Pacific Investment Corp	ｴｸｿｰﾙ	パシフィックホールディングス	N/A	Completed	-82.184	-1023.71		18.7604	13894.2	8.02295	18.0775	109571					8902 JP	1	Diversified Finan Serv	EXO IM	263284	Investment Companies	PACICZ JP		Investment Companies						9.203	7.363				
07/01/2009	NatureWorks LLC	ｶｰｷﾞﾙ	帝人	N/A	Completed	1069.68	6.74718	30.135	8296.29	5698	3.36688	9.93972	114973					3401 JP	21090	Textiles	3091Z US		Agriculture	2254764Z US	120	Chemicals				167.869	188.383						1050.46
04/02/2009	ユーロヘリ	ｴｱﾊﾞｽ	伊藤忠商事	N/A	Completed	7408.88	3.35292	17.1716	102296	7373.6	6.69053	17.0339	66329					8001 JP	125944	Distribution/Wholesale	AIR FP	126050	Aerospace/Defense	EURHLZ JP		Airlines				414.335	443.416	5.072	3.902				6213.75
10/08/2008	JPMorgan Trust Bank Ltd	ﾊﾞﾝｸ･ｵﾌﾞ･ﾆｭｰﾖｰｸ･ﾒﾛﾝ	JPﾓﾙｶﾞﾝ･ﾁｪｰｽ･ｱﾝﾄﾞ･ｶﾝﾊﾟﾆｰ	N/A	Completed		49.143		126830		28.7779		15907					JPM US	260110	Diversified Finan Serv	BK US	48800	Banks	JPMTBZ JP		Diversified Finan Serv				11.847	14.033	4.507	4.112				
10/07/2008	SKI license and associated intellectual property	ﾌｫﾝﾃﾗ協同組合ｸﾞﾙｰﾌﾟ	キリンホールディングス	N/A	Completed	1664.23	5.17636	44.4944	17292.6	1065.14	4.28884	14.5101	14373.1					2503 JP	31151	Beverages	FSF NZ	21300	Food			Food				147.801	113.728	0.39	0.342				1733.73
10/07/2008	Pro-Intercontinental Terminals Indonesia PT	ヴォパック	三井物産	N/A	Completed	4817.44	2.49709	9.73044	85908.6	646.696	18.9135		1436.19					8031 JP	44509	Distribution/Wholesale	VPK NA	5683	Transportation	3033165Z IJ		Transportation				372.474	412.968	2.859	2.577				3928.51
10/09/2008	Real estate portfolio	Prologis		N/A	Completed					-197.199	-54.3974		1012.36							N.A.	8394653Q US	1100	REITS			Home Builders						0.025	-0.136				
10/21/2008	Nord-Lock Japan Co Ltd	ｲﾝﾍﾞｽﾄﾒﾝﾄABﾗﾄｩｰﾙ		N/A	Completed					339.813	14.8535	39.2631	1932.53							N.A.	LATOB SS	7278	Holding Companies-Divers	NLJCZ JP		Retail											
10/20/2008	Shikabane Hime merchandising rights	ｽﾋﾟｰﾄﾞ･ｺﾏｰｽ	キングレコード株式会社	N/A	Completed					-110.839	-92.2667	7.65673	135.776					KINGRZ JP		Media	SPDC US	1609	Distribution/Wholesale			Media											
11/05/2008	スカイマーク	プライベート･インベスター		N/A	Completed									-126.181	-21.0165	-16.726	740.025			N.A.			N.A.	9204 JP	2216	Airlines											
11/12/2008	NBCユニバーサル・エンターテイメントジャパン	ｾﾞﾈﾗﾙ･ｴﾚｸﾄﾘｯｸ(GE)	電通グループ	N/A	Completed	-53.9412	-9.16624	89.0911	9137.73	3807	-1.55195	19.8249	76742					4324 JP	64533	Advertising	GE US	174000	Miscellaneous Manufactur	GNONEZ JP		Software				265.008	358.041	4.138	2.055				-548
11/28/2008	銀座	プライベート･インベスター	セガサミーホールディングス	N/A	Completed	273.519	4.9333	36.7248	2712.68									6460 JP	7535	Leisure Time			N.A.	GINZAZ JP		Leisure Time				98.391	74.599						219.669
12/01/2008	日本電素工業	ｱｳﾞﾈｯﾄ		N/A	Completed					487.328	1.44056	11.47	19534.7							N.A.	AVT US	14500	Electronics	NDICLZ JP		Electronics						4.641	4.561				
12/08/2008	Akzo Nobel Nippon Paint Holding BV	ｱｸｿﾞﾉｰﾍﾞﾙ	日本ペイントホールディングス	N/A	Completed	1250.32	10.8123	40.1596	8766.67	1917.06	13.5652	43.32	11045.5					4612 JP	27318	Chemicals	AKZA NA	32800	Chemicals	3131233Z NA		Chemicals				38.003	33.666	5.422	4.543				1091.18
12/17/2008	化薬アクゾ	ｱｸｿﾞﾉｰﾍﾞﾙ	日本化薬	N/A	Completed	301.997	10.0319	32.9476	1718.89	1917.06	13.5652	43.32	11045.5					4272 JP	5664	Chemicals	AKZA NA	32800	Chemicals	KKACLZ JP		Chemicals				88.8	84.7	5.422	4.543				270.419
12/19/2008	Am-Pac Tire Dist Inc	ｱﾒﾘｶﾝ･ﾀｲﾔ･ﾃﾞｨｽﾄﾘﾋﾞｭｰﾀｰｽﾞ	伊藤忠商事	N/A	Completed	7408.88	3.35292	17.1716	102296		2.09206	16.8611	3901.9					8001 JP	125944	Distribution/Wholesale	9806Z US		Auto Parts&Equipment	3142057Z US		Auto Parts&Equipment				414.335	443.416						6213.75
12/22/2008	K. Club Golf- und Veranstaltungsbetriebs GmbH	プライベート･インベスター	広済堂ホールディングス	N/A	Completed	39.6552	6.92027	28.2789	303.209									7868 JP	1038	Commercial Services			Leisure Time	3143481Z GR		Leisure Time											37.874
12/22/2008	中銀証券	中国銀行	ＣＳＫ	N/A	Completed	136.589	4.98978	23.3889	1642.7		25.6073		946.202					9737 JP	8755	Computers	8382 JP	3171	Banks	TYMSCZ JP		Diversified Finan Serv				42.59	31.08						136.589
12/29/2008	Pasona Europe Ltd	Design Infinity Ltd	パソナグループ	N/A	Completed	229.58	5.96042	24.8012	3148.21									2168 JP	9498	Commercial Services	3148752Z LN		Commercial Services	1590066Z LN		Commercial Services				232.25	194.55						229.58
12/29/2008	メリーチョコレート	Lotte Group		N/A	Completed															N.A.	LOTZ KS		Holding Companies-Divers	MRCKRZ JP		Food											
12/30/2008	Rosner GmbH & Co KG	UET United Electronic Technology AG	ﾘﾝｸ･ｾｵﾘｰ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	N/A	Completed	40.566	2.25741	53.992	557.648	0.701083	-7.52519		37.3063					3373 JP	1644	Retail	CFC GR	249	Holding Companies-Divers	3150497Z GR	405	Apparel		18.0214									41.3099
11/21/2008	Landshut Silicon Foundry GmbH	Silicon Foundry GmbH	ルネサステクノロジ	N/A	Completed													RENEZ JP		Computers	3151277Z GR		Computers	3153530Z GR		Computers											
