発表日,ﾀｰｹﾞｯﾄ会社名,買収側の社名,発表時ﾃﾞｨｰﾙ総額(百万),買収側企業 人件費,ﾀｰｹﾞｯﾄ企業 人件費,買収側企業 12ｶ月売上原価,ﾀｰｹﾞｯﾄ企業 12ｶ月売上原価,買収側企業 原材料,ﾀｰｹﾞｯﾄ企業 原材料,買収側企業 外国人持株比率,ﾀｰｹﾞｯﾄ企業 外国人持株比率,ﾀｰｹﾞｯﾄ企業 販管費･その他営業費用,買収側企業 SIC名,ﾀｰｹﾞｯﾄ企業 SIC名
2018-03-16,Helius Technologies Pte Ltd,テクノプロ・ホールディングス,24.29,123.559,,1145.19,,,,67.33,,,HOLDING CO NEC,
2018-03-16,"いちご札幌南2 西3 ビル,いちご大名バルコニー",Unnamed Buyer,16.97,,,,,,,,,,,
2018-03-19,"Ｒ・Ｓ,GSコミュニケーションズ",レカム,5.29,11.6583,,50.1085,,0.0396854,,1.2,,,,
2018-03-20,Guangdong Rengo Packaging Co Ltd,Hung Hing Printing Group Ltd,9.47,81.1414,,321.481,,41.0601,,,,,,PAPERBRD MILL
2018-03-20,銑鉄鋳物製造事業,中日本鋳工,2.35,8.43109,,38.7473,,0.433433,,0.01,,,,
2018-03-22,Flour milling business,日清製粉グループ本社,16.79,306.671,,4647.14,,409.014,,14.13,,,,
2018-03-22,JAC Recruitment Asia Ltd,ｼﾞｪｲ ｴｲ ｼｰ ﾘｸﾙｰﾄﾒﾝﾄ,29.43,91.8268,,14.7369,,0.00968054,,8.86,,,,
2018-03-23,株式会社クレ・コーポレーション,ｱｲｿﾀﾞｲｵｰﾙ･ｲﾝﾀｰﾅｼｮﾅﾙ,23.42,5.03939,,,,,,,,,,
2018-03-23,CBキャリア,ＭＲＴ,1.29,5.62982,,7.8062,,0.0107551,,2.4,,,EMPLOY AGENT,
2018-03-23,東芝南米社,TSEA Participacoes SA,15.13,,,,,,,,,,,
2018-03-23,Moray Offshore Windfarm East Ltd,三菱商事,50.94,6365.89,,122488.0,,1864.39,,28.78,,,,
2018-03-23,栄グローブ,フロンティア不動産投資法人,88.55,,,,,,,,,,,
2018-03-26,奈半利ソーラー発電所,Unnamed Buyer,8.66,,,,,,,,,,,
2018-03-26,シャディ,ロコンド,19.02,9.29944,,21.7851,493.412,0.288429,,19.34,,,,GROCERIES
2018-03-26,Siempre Viva Business Park building 16,味の素,26.5,1985.68,,6407.71,,508.607,,27.67,,,,
2018-03-26,Plant Maintenance Corp,極東貿易,9.13,37.2042,,416.877,,2.51334,,24.33,,,,INDL SUPPLIES
2018-03-26,L Capital TOKYO KK,ラオックス,11.46,56.9794,,550.617,,4.26912,,65.96,,,,
2018-03-27,ＭＭＣダイヤモンドファイナンス株式会社,三菱自動車工業,61.47,693.73,,13922.1,,366.92,,8.78,,,,CAR RENTAL
2018-03-27,ヒューリック銀座７丁目ビル,ヒューリックリート投資法人,104.03,,,,,,,,,,,
2018-03-27,Linical Accelovance America Inc,リニカル,2.51,8.99521,,71.6882,,,,2.26,,,,MED LABS
2018-03-28,Guangzhou Guoguang Onkyo Acoustic Corp,オンキヨーホームエンターテイメント,1.99,11.6782,,76.2762,,9.70075,,2.61,,,,
2018-03-28,Shinjuku Eastside Square,ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人,239.22,,,,,,,,,,,
2018-03-28,エルメッド,日医工,159.73,,,1589.35,,293.97,,11.85,,,,DRUGS/SUNDRIES
2018-03-28,Portfolio of freehold commercial real estate asset,ﾒｰﾌﾟﾙﾂﾘｰ･ﾉｰｽ･ｱｼﾞｱ･ｺﾏｰｼｬﾙ･ﾄﾗｽﾄ,575.25,,,,,,,,,,,
2018-03-28,Shinjuku Front Tower,ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人,235.13,,,,,,,,,,,
2018-03-29,伸和精工,日東精工,5.17,21.5655,,275.587,,21.6009,,4.78,,,,METAL STAMP
2018-03-29,ファースト,東京エレクトロン　デバイス,19.41,83.3793,,1312.78,,,,7.7,,,,OFFICE EQUIP
2018-03-29,GasValpo,複数買収者,200.0,,,,,,,,,,,ELECTRIC SVC
2018-03-29,"Irvine Scientific Sales Co Inc,アイエスジャパン",富士フイルムホールディングス,800.0,6.96164,,13229.1,,1228.42,,28.27,,,PHOTOG EQUIP,
2018-03-29,有限会社ヴォガ,ゲオホールディングス,1.95,429.98,,1865.17,,,,15.35,,,,
2018-03-30,土地及び建物/東京都台東区,株式会社AQUA RESORT,26.17,,,,,,,,,,REAL EST AGENT,
2018-03-30,Vekoma Rides BV,三精テクノロジーズ,153.26,26.9519,,237.75,,21.5046,,11.8,,135.227,,TRUST/FOUNDATN
2018-03-30,Otto Holding BV,アウトソーシング,83.47,2922.44,,3466.65,,14.9274,,42.16,,549.155,,TRUST/FOUNDATN
2018-03-30,能美工場,INCJ,188.29,,,,,,,,,,INVEST OFF NEC,
2018-03-30,リンフォテック,ｸﾞﾘｰﾝ･ｸﾛｽ･ｾﾙ,1.41,13.4704,,26.4099,,2.54677,,,,,,
2018-03-30,MFS Co Ltd,複数買収者,3.11,,,,,,,,,,,
2018-03-30,Kook Je Electric Korea Co Ltd,KKR,144.98,2152.49,,,89.9639,,3.8736,,,18.7943,MISC INVSTRS,
2018-03-30,Costco wholesale sapporo warehouse,ケネディクス商業リート投資法人,39.63,,,,,,,,,,,
2018-03-30,"カッパ・クリエイトコリア,Kappa Sushi and other 5 trademark/Korea",コロワイド,14.12,500.144,,725.2,,18.5065,,3.34,,,,
2018-03-31,カルぺディエム,プライベート･インベスター,2.85,,,,,,,,,,,
2018-04-03,株式会社ケイライン,明光ネットワークジャパン,5.64,4.23084,,129.933,,0.0636537,,8.65,,,,
2018-04-04,ASM NEXX Inc,ASMﾊﾟｼﾌｨｯｸ･ﾃｸﾉﾛｼﾞｰ(ASMPT),90.0,564.766,,1316.56,,213.631,,,,,,
2018-04-04,Automotive component manufacturing facility/Suprem,クミ化成株式会社,16.8,,,,,,,,,,PLASTIC PROD,
2018-04-05,Nursing home properties/Chiba,ソフトバンクグループ,11.62,6962.65,,26905.7,,,,26.71,,,PHONE NO RADI,
2018-04-06,Ｒ.Ｔパートナーズ,プライベート･インベスター,2.77,,,,,,,,,,,
2018-04-06,コインチェック,マネックスグループ,33.61,147.289,,,,,,22.56,,,,
2018-04-06,コナミスポーツクラブ渋谷,ケネディクス商業リート投資法人,31.74,,,,,,,,,,,
2018-04-06,Shicata Co,ＢＲＵＮＯ,14.88,11.5528,,87.4349,,,,,,,,LUGGAGE
2018-04-09,西新宿プライムスクエア,インベスコ・オフィス・ジェイリート投資法人,325.74,,,,,,,,,,,
2018-04-09,テクノウェイブ100,インベスコ・オフィス・ジェイリート投資法人,64.52,,,,,,,,,,,
2018-04-09,麹町クリスタルシティ,インベスコ・オフィス・ジェイリート投資法人,59.89,,,,,,,,,,,
2018-04-09,プライムタワー新浦安,インベスコ・オフィス・ジェイリート投資法人,110.9,,,,,,,,,,,
2018-04-10,Michigan Power LP LLC,大阪ガス,100.0,461.11,,,,,,27.06,,,,
2018-04-10,Whitchurch Dr Arleston TF1 2DE/Telford,複数買収者,49.51,,,,,,,,,,,
2018-04-10,SBCK Corp,S7 Corp,12.5,,,,,,,,,,,
2018-04-11,Kwanghyewon Factory Building,Samyang Packaging Corp,51.71,33.7734,,251.087,,3.49395,,,,,,
2018-04-13,土地及び建物/浙江省平湖市,浙江省平湖市新倉鎮政府,31.17,,,,,,,,,,,
2018-04-13,レジディア船橋Ⅳ,アドバンス・レジデンス投資法人,5.28,,,,,,,21.8,,,,
2018-04-16,東芝セキュリティ,セコム,23.34,1047.64,,6574.38,,99.4756,,41.57,,,,GUARD SERVICE
2018-04-16,ﾍﾞﾄｲ鉄鋼 [ﾍﾞﾄﾅﾑ･ｲﾀﾘｱ･ｽﾁｰﾙ],共英製鋼,34.55,28.6389,5.84895,2197.52,241.648,205.027,29.0076,13.6,,3.33439,,
2018-04-17,ATCホールディングス,トピー工業,130.6,78.6156,,2067.1,,131.76,,13.01,,,,
2018-04-19,ファミリーマート,伊藤忠商事,3772.07,5555.56,749.002,87706.3,482.169,491.809,,35.42,,4022.49,METAL SVC CNTR,
2018-04-19,Vietnam Sunergy JSC,Fujisolar KK,3.0,,,,,,,,,,,
2018-04-19,スマートマンション事業,関西電力,213.46,1611.5,,,,,,18.38,,,,
2018-04-20,スマイルホテル浅草,Unnamed Buyer,25.11,,,,,,,,,,,
2018-04-23,Diversified Structural Composites Inc,ｴｸｾﾙ･ｺﾝﾎﾟｾ,10.0,35.1733,,,,9.34357,,,,,,
2018-04-23,デリズ,小僧寿し,2.46,14.9932,,30.6092,,,,1.737,,,,
2018-04-24,Central Conveyor Co,椿本チエイン,141.0,150.071,,1415.26,,83.582,,25.6,,,,CONVEYORS
2018-04-24,Embraco compressor business,日本電産,1080.0,2762.86,,12825.0,,1077.49,,35.79,,,MOTOR/GENERATR,
2018-04-24,ビー・アンド・ディーホールディングス,ツルハホールディングス,113.89,906.513,,6170.28,,1.27959,,44.63,,,,
2018-04-25,MIF ビル,いちごオフィスリート投資法人,20.14,,,,,,,44.93,,,,
2018-04-25,ウィン第2 五反田ビル,いちごオフィスリート投資法人,30.21,,,,,,,44.93,,,,
2018-04-25,ADVANCEL AD Trade marks&assets,蘇州勝利精密製造科技,1.1,44.7644,,809.179,,45.0904,,,,,FABR PLATE WRK,
2018-04-25,CRM/SFA system for SME,ジーニー,2.18,8.54287,,103.548,,,,6.27,,,,
2018-04-25,テンポスフィナンシャルトラスト,テンポスホールディングス,1.02,39.3438,,162.379,,1.0796,,0.71,,,,
2018-04-26,Residential property/Yokoham,復星国際 [ﾌｫｰｻﾝ･ｲﾝﾀｰﾅｼｮﾅﾙ],14.52,218.055,,14186.7,,454.294,,,,,,
2018-04-26,T-Power NV,ﾃｯｾﾝﾃﾞﾙﾛ･ｸﾞﾙｰﾌﾟ,397.73,375.516,,1595.33,,63.9367,,,,44.5368,,TURBINE GENER
2018-04-26,Bioserve Biotechnologies India Pvt Ltd,リプロセル,1.9,3.99812,,8.5793,,2.1196,,2.16,,,,
2018-04-26,ミウラクリエイト,三菱地所,293.49,242.667,,8633.65,,,,42.79,,,,AUTO PARKING
2018-04-27,本社ビル/三ッ星,サイネックス,8.25,23.8526,,73.288,,0.201293,,0.7,,,,
2018-04-27,Find Model,ソーシャルワイヤー,2.39,9.62837,,23.963,,,,9.58,,,,
2018-04-27,ＴＴＫ,ミライト・ホールディングス,152.8,137.893,12.5249,3852.6,258.028,,4.12026,22.59,7.03,28.923,,
2018-04-27,ｸﾚｾﾝﾄ･ﾘｿｰｼｰｽﾞ,住友林業,370.0,712.868,,9134.66,,75.9696,,24.84,,,,SUBDIV/DEV
2018-04-27,神鋼不動産,東京センチュリー,638.92,531.641,,,,,,8.3,,,,REAL EST AGENT
2018-04-27,日設,ミライト・ホールディングス,2.51,137.893,,3852.6,,,,22.59,,,,PLUMB/HEAT/AIR
2018-04-29,ｽﾌﾟﾘﾝﾄ,TﾓﾊﾞｲﾙUS,68014.33,,,35805.0,13607.0,,,,,19813.0,RADIOPHONE COM,PHONE NO RADI
2018-05-01,Assets/MACOM Japan Ltd,CIG Shanghai Co Ltd,26.21,16.5891,,329.706,,101.422,,,,,TELPHONE/TELEG,
2018-05-01,調剤薬局事業,ソフィアホールディングス,1.69,9.08217,,72.4914,,,,0.61,,,,
2018-05-02,Cobalt Labs Inc,複数買収者,5.0,,,,,,,,,,,
2018-05-03,Asahico Corp Co Ltd,ﾌﾟﾙﾑｳｫﾝ,23.38,352.696,,1558.09,,66.1976,,,,,,
2018-05-03,Manufacturing facility/Malaysia,偉易達集団 [Vﾃｯｸ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ],21.1,360.7,,1645.7,,171.5,,,,,ELEC COMP NEC,
2018-05-07,愛媛プレカット,ＯＣＨＩホールディングス,12.83,47.4674,,850.58,,,,0.25,,,,PREFAB WD BLDG
2018-05-07,さが美グループホールディングス,ベルーナ,45.42,172.749,41.1847,855.792,61.0671,12.7475,0.0718355,19.98,1.16,83.6819,,
2018-05-08,MIテラス名古屋伏見,投資法人みらい,81.48,,,,,,,,,,,
2018-05-08,ＳＹＳＫＥＮ,コムシスホールディングス,70.83,147.006,9.52225,4657.07,238.227,21.4809,2.8714,16.25,1.41,22.8083,,
2018-05-08,アドレポ事業,イルグルム,1.83,5.407,,8.54928,,,,2.64,,,PRGRMNG SVC,
2018-05-08,ホテルウィングインターナショナルセレクト上野・御徒,投資法人みらい,34.11,,,,,,,,,,,
2018-05-08,広小路アクアプレイス,Unnamed Buyer,50.61,,,,,,,,,,,
2018-05-08,ＮＤＳ,コムシスホールディングス,339.38,147.006,29.4784,4657.07,626.101,21.4809,6.97609,16.25,7.6,57.314,,
2018-05-08,北陸電話工事,コムシスホールディングス,19.48,147.006,7.30334,4657.07,104.35,21.4809,1.06686,16.25,0.08,13.5632,,
2018-05-08,ｼｬｲｱｰ,武田薬品工業,80971.73,7230.56,,9526.84,4661.8,1352.15,791.4,40.92,,8004.6,,PHARM PREPS
2018-05-08,介護記録システム事業,フリービット,3.33,41.0714,,324.982,,10.5351,,3.78,,,,
2018-05-08,Nakameguro commercial building/Tokyo,Unnamed Buyer,4.81,,,,,,,,,,,
2018-05-09,Glassdoor Inc,リクルートホールディングス,1200.0,13671.8,,11061.5,,,,38.85,,,HELP SUPP SVC,INFO RETR SVC
2018-05-09,西部電気工業,エクシオグループ,132.83,166.928,8.50233,4906.03,453.721,,3.74694,20.34,4.9,24.9745,,
2018-05-09,日本電通,エクシオグループ,75.22,166.928,16.1356,4906.03,298.941,,0.243165,20.34,0.378,34.5937,,
2018-05-09,シーキューブ,エクシオグループ,141.51,166.928,21.5266,4906.03,481.467,,3.37978,20.34,4.15,37.9175,,
2018-05-09,Mitula Group Ltd,ＬＩＦＵＬＬ,140.49,78.8062,6.72583,36.1252,9.2044,,,23.652,,12.848,,
2018-05-09,ﾌﾘｯﾌﾟｶｰﾄ･ｵﾝﾗｲﾝ･ｻｰﾋﾞｼｽﾞ,ｳｫﾙﾏｰﾄ,16000.0,,,424055.0,,,,,,,VARIETY STORE,BOOK STORES
2018-05-09,Briefcam Inc,キヤノン,9.68,1.3774,,17677.1,,480.136,,17.08,,,PHOTOG EQUIP,SEC SYSTEM SVC
2018-05-09,Skiyaki Live Production KK,ＳＫＩＹＡＫＩ,2.28,4.26555,,31.241,,,,5.96,,,,
2018-05-10,"ウェブテクノロジ,ウェブテクノロジ・コム",ＣＲＩ・ミドルウェア,5.29,2.5091,,12.8194,,,,6.197,,,SPORT/REC GOOD,
2018-05-10,バップ,日本テレビホールディングス,45.59,144.572,,2497.73,,4.39382,,18.26,,,,NON-DUR GOOD
2018-05-10,国内　4発電所,ﾀｶﾗﾚｰﾍﾞﾝ･ｲﾝﾌﾗ投資法人,45.04,,,,,,,,,,,
2018-05-10,新日本無線,日清紡ホールディングス,127.36,319.866,30.1824,3611.36,378.417,213.282,37.8931,12.85,11.97,68.6053,,
2018-05-11,DGマーケティングデザイン,アイリッジ,13.55,6.13241,,27.3465,,,,6.6,,,,
2018-05-11,EPARKテクノロジーズ,エクストリーム,3.2,3.51168,,42.7466,,,,1.98,,,PRGRMNG SVC,
2018-05-11,ホロン,エー・アンド・デイ,6.92,47.0429,5.4718,259.565,14.3023,32.601,1.80806,25.33,14.38,9.68234,,
2018-05-11,画像診断アシスト事業,オリンパス,2.76,2016.73,,2729.42,,,,45.56,,,,
2018-05-12,フレンドリー,ジョイフル,25.88,184.244,9.15938,143.997,4.78461,8.73166,0.00611156,,0.57,18.873,,
2018-05-14,"ＫＤＸ浜松町第２ビル,フレーム神南坂",Unnamed Buyer,114.69,,,,,,,,,,,
2018-05-14,ユキザワ,プリマハム,9.21,86.4356,,3414.54,,21.8606,,17.59,,,,HOGS
2018-05-14,ストリームメディアコーポレーション,KEYEAST Co Ltd,13.32,3.66807,4.45069,32.7971,,,,,16.1,14.5837,,
2018-05-14,CROSS PLACE 浜松町,ケネディクス・オフィス投資法人,189.16,,,,,,,,,,,
2018-05-14,マイニング事業にかかるハードウェア375セット,クオンタムソリューションズ,3.45,2.21624,,0.682323,,,,71.3,,,,
2018-05-14,エアトリ,エアトリ,10.97,29.4976,,96.3578,,,,5.062,,,,
2018-05-15,エンターテイメント・ミュージック・チケットガード,エムアップホールディングス,30.25,2.59255,,81.3101,,0.182823,,24.13,,,,BUSINESS SVC
2018-05-15,みんなのウェディング,オウチーノ,24.28,2.37575,5.88943,7.57751,2.42514,0.00142121,0.00115432,1.91,2.1,11.0623,,
2018-05-15,海鮮居酒屋業態の事業,ＪＦＬＡホールディングス,3.26,61.8216,,476.796,,10.967,,0.14,,,,
2018-05-15,キタムラ,ＭＭホールディングス,214.9,,164.514,,695.72,,7.01375,,1.33,423.988,,
2018-05-16,KF Instruments India Pvt Ltd,フジモールド,1.91,,,,,,,,,,DIES/TOOL/JIGS,
2018-05-16,日鉄日新製鋼,日本製鉄,839.02,7085.86,117.904,44213.7,4949.46,5285.51,418.019,29.8,10.76,510.754,,
2018-05-16,トーヤハウス,安江工務店,2.0,5.97479,,42.6943,,0.14121,,0.57,,,,
2018-05-17,JTrust Royal Bank Ltd,Ｊトラスト,82.4,127.705,,,,,,21.61,,,,
2018-05-17,本田汽車中国有限公司,広汽本田汽車有限公司,94.57,,,,,,,,,,VEHIC/CAR BODY,VEHIC/CAR BODY
2018-05-17,SK Airgas Co Ltd,SKﾏﾃﾘｱﾙｽﾞ,28.69,114.591,11.7007,588.851,87.3172,17.4411,,,,12.7026,,
2018-05-17,A-Stage,ピクセラ,8.13,3.34471,,30.1659,,0.835829,,2.15,,,,
2018-05-17,接着剤事業(製造事業を除く）,アルケマ,9.65,1671.5,,,,377.752,,,,,,
2018-05-18,Ricoh Logistics Corp,ＳＢＳホールディングス,162.72,53.372,,3005.06,,,,9.8,,,,ARR FRGT TRANS
2018-05-18,"Little Havana Hotel Property/Miami,South Beach Hotel Property/Miami",Henley USA LLC,30.0,,,,,,,,,,,
2018-05-18,Subaru National Training Center,ＳＵＢＡＲＵ,45.3,2829.74,,22507.7,,899.955,,27.46,,,,
2018-05-21,1100 G St NW/Washington DC,複数買収者,54.0,,,,,,,,,,,
2018-05-21,コンフォリア狛江,Unnamed Buyer(s),5.45,,,,,,,,,,,
2018-05-21,カレッジスクエア八幡山,コンフォリア・レジデンシャル投資法人,7.93,,,,,,,,,,,
2018-05-21,"Schrader-Bridgeport International Inc,August France Holding Co SAS",太平洋工業,173.0,3.82041,,1285.91,,37.5011,,20.49,,,,
2018-05-21,SPH Chromo AG,上海医薬集団,144.0,882.649,,28229.1,,284.83,,,,,DRUG STORES,
2018-05-22,フジソフトサービス,ナレッジスイート,5.41,3.44432,,13.2342,,,,25.56,,,,
2018-05-22,東洋平成ポリマー株式会社,萩原工業,10.19,15.2999,,180.357,,9.42735,,14.61,,,,PLASTIC FILM
2018-05-22,DH Publishing LP,ソニーグループ,3659.0,84.2094,,64791.7,,952.473,,59.69,,,RADIO/TV EQUIP,
2018-05-22,タベルモ,複数買収者,15.32,,,,,,,,,,,
2018-05-22,塩谷硝子株式会社,シェアリングテクノロジー,4.26,9.80774,,,,0.0142234,,13.5,,,,GLASS PROD PUR
2018-05-22,ダイバース,ＩＢＪ,3.79,26.393,,5.15225,,0.0423814,,7.63,,,,
2018-05-23,イオンモール宇城,Unnamed Buyer,58.96,,,,,,,,,,,
2018-05-23,プライム神田ビル,大和証券オフィス投資法人,16.33,,,,,,,22.65,,,,
2018-05-23,Senior living properties & operations,三井物産,260.07,2800.69,,87593.0,,462.21,,30.06,,,PETR PROD NEC,
2018-05-23,Proceed Ichikawa Myoden II Property/Chiba,スターツプロシード投資法人,7.26,,,,,,,1.16,,,,
2018-05-23,碑文谷ショッピングセンター,Unnamed Buyer,249.43,,,,,,,,,,,
2018-05-24,Hf Yushima Building/Tokyo,平和不動産リート投資法人,1.74,,,,,,,,,,,
2018-05-24,Uny HK Co Ltd,恒基兆業発展 [ﾍﾝﾀﾞｰｿﾝ･ｲﾝﾍﾞｽﾄﾒﾝﾄ],38.23,34.5533,,207.833,,,,,,,,DEPT STORES
2018-05-25,クレスト草津,SCOREドミトリー特定目的会社,25.59,,,,,,,,,,,
2018-05-25,"9FIN Srl,3FIN Srl",住友重機械工業,134.15,502.37,,6562.72,,381.186,,41.82,,,,
2018-05-25,Lafert SpA,住友重機械工業,66.68,502.37,42.6133,6562.72,,381.186,13.97,41.82,,169.943,,
2018-05-28,サイバードホールディングス,アエリア,63.97,11.7126,,118.872,139.478,,,6.46,,,,
2018-05-28,サムシングホールディングス,ＩＴｂｏｏｋホールディングス,29.76,25.0903,8.49645,159.983,76.912,0.73996,0.158581,1.72,0.16,21.569,,
2018-05-29,Kurita Fracta Holdings Inc,栗田工業,37.0,578.033,,1611.92,,33.5774,,49.52,,,,
2018-05-29,アルゴリズム研究所,日本プロセス,1.47,3.27824,,56.9772,,,,1.64,,,,
2018-05-29,東神戸センタービル,SA ハーバーブリッジファンド合同会社,64.36,,,,,,,,,,,
2018-05-29,アルゴリズム研究所,日本プロセス,1.1,3.27824,,56.9772,,,,1.64,,,,
2018-05-30,Gregory Crinum Coking Coal Mine,双日,75.72,881.676,,15236.7,,160.221,,34.6,,,,
2018-05-30,シダックス・コミュニティー,B&Vホールディングス,45.83,,,,269.169,,2.24665,,2.89,19.0574,,
2018-05-30,Uspo Atlanta LLC,USPO Intermediate Atlanta LLC,78.14,,,,,,,,,,,
2018-05-30,"ゴールデンウェイ・ジャパン株式会社,BitTrade Co Ltd",プライベート･インベスター,50.05,,,,,,,,,,,
2018-05-31,Golftec Enterprises LLC,ｺﾞﾙﾌﾀﾞｲｼﾞｪｽﾄ･ｵﾝﾗｲﾝ,19.62,29.6567,,207.91,,1.55684,,28.03,,,,AMUSEMENT SVC
2018-05-31,リゾート事業/東京都,大江戸温泉物語グループ,14.07,,,,,,,,,,,
2018-05-31,"New S Plus Co Ltd,A plus Cosmetic Co Ltd",ＪＴＣ,1.39,13.412,,19.8837,,,,,,,,
2018-06-01,長万部アグリ,アストマックス,1.03,2.74323,,,,,,1.656,,,,
2018-06-05,Arm Technology China Co Ltd,Unnamed Buyer,775.2,,,,,,,,,,,
2018-06-05,Ｄｙｎａｂｏｏｋ株式会社,シャープ,36.96,1098.57,,19163.7,,558.928,,71.42,,,,COMPUT/SOFT
2018-06-06,28 State Street,Unnamed Buyer,418.0,,,,,,,,,,,
2018-06-07,Albay Agro-Industrial Development Corp,Specialty Pulp Manufacturing Inc,8.29,,,,,,,,,,,
2018-06-08,21物件,日本リート投資法人,367.14,,,,,,,18.29,,,,
2018-06-11,プレミア証券,オウケイウェイヴ,3.64,4.35331,,10.9145,,,,2.66,,,,
2018-06-12,TET KK,アドベンチャー,2.54,12.5115,,278.547,,0.016032,,10.64,,,,
2018-06-13,C4 Inc/Japan,ウィルグループ,30.8,122.48,,910.32,,,,14.48,,,,
2018-06-13,海老名プライムタワー,海老名中央合同会社,50.72,,,,,,,,,,,
2018-06-13,"広島第一生命 OS ビルディング,横浜弁天通第一生命ビルディング",ジャパンエクセレント投資法人,30.98,,,,,,,3.18,,,,
2018-06-13,Lirik Inc,テクノスジャパン,3.33,4.22266,,56.6455,,,,1.4,,,PRGRMNG SVC,
2018-06-14,エクセレント北野,ケネディクス・レジデンシャル・ネクスト投資法人,6.67,,,,,,,,,,,
2018-06-14,ＫＤＸ新町レジデンス,Unnamed Buyer,12.86,,,,,,,,,,,
2018-06-15,ヤマダ・エスバイエルホーム,株式会社ヤマダホールディングス,66.38,1202.01,41.1799,11130.9,400.364,39.3454,3.55102,32.34,3.46,89.111,,
2018-06-15,"Secure Parking Corp Sdn Bhd,Secure Parking Pty Ltd,Secure Parking Singapore Pte Ltd",パーク２４,57.95,228.037,,2021.02,,14.2079,,27.75,,,,
2018-06-18,北品川御殿山ビル,大和証券オフィス投資法人,22.63,,,,,,,22.65,,,,
2018-06-18,ギョウザ製造販売事業,ﾖｼﾑﾗ･ﾌｰﾄﾞ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,1.64,11.3478,,214.685,,11.5989,,5.9,,,,
2018-06-18,Care Plus Co Ltd,綜合警備保障,18.11,484.475,,3389.05,,68.2669,,22.57,,,,
2018-06-18,サザンスカイタワー八王子,平和不動産リート投資法人,14.48,,,,,,,,,,,
2018-06-18,イトーピア日本橋ＳＡビル,平和不動産リート投資法人,19.37,,,,,,,,,,,
2018-06-20,Virtusize AB,複数買収者,12.75,,,,,,,,,,,
2018-06-21,戸田物流センター,日本ロジスティクスファンド投資法人,18.66,,,,,,,16.3,,,,
2018-06-22,REVE Nakameguro property/Tokyo,東急リアル・エステート投資法人,10.46,,,,,,,16.39,,,,
2018-06-22,Residential property/Suita,復星国際 [ﾌｫｰｻﾝ･ｲﾝﾀｰﾅｼｮﾅﾙ],9.47,218.055,,14186.7,,454.294,,,,,,
2018-06-25,Powerbox International AB,コーセル,25.68,17.0313,,179.012,,28.6656,,15.21,,30.0693,,BUSINESS SVC
2018-06-25,ｱｯﾌﾟﾈｸｻｽ,AT&T,1600.0,,,82922.0,,,,,,,PHONE NO RADI,PHONE NO RADI
2018-06-25,"ホテルマイステイズ五反田,ホテルマイステイズ立川",インヴィンシブル投資法人,66.86,,,,,,,44.91,,,,
2018-06-25,三信建設工業,アクティオホールディングス,35.67,,4.80269,,87.6368,,,,0.49,10.1828,INVEST OFF NEC,
2018-06-25,ヒューリック志村坂上,ヒューリックリート投資法人,68.97,,,,,,,,,,,
2018-06-26,"SRCG Ltd/Texas,New SRCG Genpar LLC",東海カーボン,310.0,73.3677,,1671.14,,176.854,,9.88,,,,
2018-06-26,田中産業,日本創発グループ,5.91,49.2117,,367.106,,4.99516,,0.14,,,,
2018-06-26,DEAG Classics AG,DEAGﾄﾞｲﾁｪ･ｴﾝﾀﾃｲﾝﾒﾝﾄ,12.36,19.0566,,24.2311,,,,,,,,BUSINESS SVC
2018-06-26,800 Pavilion Drive/Northampton,リコー,10.52,5172.9,,10691.0,,,,42.51,,,PHOTOG EQUIP,
2018-06-27,Smarprise,ユナイテッド,5.17,11.1956,,56.1035,,0.184576,,10.47,,,,
2018-06-27,赤坂インターシティＡＩＲ,ジャパンエクセレント投資法人,59.72,,,,,,,3.18,,,,
2018-06-27,有限会社コアラ,ソフィアホールディングス,1.05,9.08217,,72.4914,,,,0.61,,,,
2018-06-27,Mirage Green Singapore Pte Ltd,ユニバーサル園芸社,2.29,19.6462,,35.0718,,0.0152219,,0.82,,,,
2018-06-27,70 Mark Lane/London,Korea Investment & Securities Co Ltd,263.48,423.291,,,,,,,,,,
2018-06-28,イオンモール京都五条,イオンリート投資法人,120.84,,,,,,,,,,,
2018-06-28,レジディア比治山公園,アドバンス・レジデンス投資法人,6.01,,,,,,,21.8,,,,
2018-06-28,イオンモール熊本,Unnamed Buyer,131.41,,,,,,,,,,,
2018-06-28,コンフォモール札幌,北海道食糧産業,14.86,,,,,,,,,,,
2018-06-28,ケイシステックニジューサン,瀧上工業,3.62,7.0937,,123.897,,0.433957,,8.68,,,,
2018-06-29,Portfolio of 3 residential properties/Japan,復星国際 [ﾌｫｰｻﾝ･ｲﾝﾀｰﾅｼｮﾅﾙ],41.45,218.055,,14186.7,,454.294,,,,,,
2018-06-29,三重富士通セミコンダクター,聯華電子[ﾕﾅｲﾃｯﾄﾞ･ﾏｲｸﾛｴﾚｸﾄﾛﾆｸｽ],520.22,1127.91,,4961.64,,348.746,,,,,SEMICONDUCTORS,SEMICONDUCTORS
2018-06-29,Shale gas project/Texas,大阪ガス,144.43,461.11,,,,,,27.06,,,,
