取引ﾀｲﾌﾟ	発表日	ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	取引状況	売却側企業 12ｶ月EBITDA	売却側企業 12ｶ月営業利益率	売却側企業 12ｶ月粗利益率	売却側企業 過去12ｶ月売上高	買収側企業 12ｶ月EBITDA	買収側企業 12ｶ月営業利益率	買収側企業 12ｶ月粗利益率	買収側企業 過去12ｶ月売上高	ﾀｰｹﾞｯﾄ企業 12ｶ月EBITDA	ﾀｰｹﾞｯﾄ企業 12ｶ月営業利益率	ﾀｰｹﾞｯﾄ企業 12ｶ月粗利益率	ﾀｰｹﾞｯﾄ企業 過去12ｶ月売上高	売却側のﾃｨｯｶｰ	売却側企業 従業員総数	売却側企業 産業ｸﾞﾙｰﾌﾟ	買収側のﾃｨｯｶｰ	買収側企業 従業員総数	買収側企業 産業ｸﾞﾙｰﾌﾟ	ﾀｰｹﾞｯﾄ会社のﾃｨｯｶｰ	ﾀｰｹﾞｯﾄ企業 従業員総数	ﾀｰｹﾞｯﾄ企業 産業ｸﾞﾙｰﾌﾟ	売却側企業 付加価値	買収側企業 付加価値	ﾀｰｹﾞｯﾄ企業 付加価値	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)
M&A	07/31/2015	Caramo KK	トランス・コスモス	ザッパラス	2.08	Completed	6.12107	8.61546	70.6081	46.5954	231.929	5.91308	20.2604	3193.06					3770 JP	137	Internet	9715 JP	35760	Software	1307034D JP		Internet						301.713	295.463		
M&A	03/06/2006	エスピーシー	アクモス		2.08	Completed					5.18545	11.0546	36.6679	42.5129							N.A.	6888 JP	459	Electronics	MRITOZ JP		Commercial Services									
M&A	10/13/2010	Otemachi Y Building	プライベート･インベスター	ｻｲｾﾞﾝREIT	2.08	Completed		-3.26286		6.20808									SZREIT SP		REITS			Investment Companies			Home Builders									
M&A	08/03/2018	Iguchi Kensetsu Co Ltd	大盛工業		2.08	Completed						6.5658	18.8009	46.4097							N.A.	1844 JP		Engineering&Construction	8042238Z JP		Home Builders									
M&A	06/30/2009	ｷﾞｬｶﾞ･ｺﾐｭﾆｹｰｼｮﾝｽﾞ	複数買収者	ＵＳＥＮ	2.08	Completed	147.115	14.0179	55.9978	700.091									4842 JP	3273	Media			"Commercial Services, Real Estate"	4280 JP		Entertainment									
M&A	03/27/2012	Tokyo AIM Inc	東京証券取引所グループ	ロンドン証券取引所グループ	2.08	Completed	2677.13	23.5814	88.8717	6102.03									LSEG LN	5219	Diversified Finan Serv	TSEGZ JP		Diversified Finan Serv	TAIMZ JP		Diversified Finan Serv				3.101	2.742				
M&A	06/27/2014	ドーム高峰	プライムエステート	大和証券リビング投資法人	2.07	Completed	130.029	44.1808		194.904									8986 JP		REITS	1023078D JP		Real Estate			Home Builders									
M&A	11/19/2008	モリヤ	AFC-HDｱﾑｽﾗｲﾌｻｲｴﾝｽ	富士ﾊﾞｲｵﾒﾃﾞｨｯｸｽ	2.07	Completed	38.1912	7.56013	26.6327	265.548	25.766	11.919	31.2702	175.424					3379 JP	1557	Pharmaceuticals	2927 JP	592	Pharmaceuticals	MORIYZ JP		Pharmaceuticals									
M&A	08/30/2007	トライアルサポート	綜合臨床ホールディングス		2.07	Completed					5.40625	8.7535	33.4076	46.4302							N.A.	2399 JP	630	Healthcare-Services	TRASPZ JP		Healthcare-Services						28	24		
M&A	12/21/2006	Certain Assets	ＣＢグループマネジメント	日本製紙グループ株式会社	2.07	Completed	1107.13	2.45298	22.3073	12405.8	19.358	1.02651	12.1246	1412.76					3893 JP	13052	Forest Products&Paper	9852 JP	752	Distribution/Wholesale			Distribution/Wholesale				151.868	120.573				
M&A	08/11/2006	サンコーミタチ	サンコーテック株式会社	サンコー	2.07	Completed	14.3021	6.33945	15.8144	132.785									6964 JP	489	Electronics	7832945Z JP		Trucking&Leasing	SANKMZ JP		Electrical Compo&Equip									
M&A	08/31/2011	ボンパナ	カドハウス	サガミホールディングス	2.06	Completed	-0.67241	-3.02912	68.8974	200.455									9900 JP	2735	Retail	KDHOSZ JP		Real Estate	BNPANZ JP		Retail									
M&A	12/13/2013	かみまどＷＥＢサイと事業	リッチメディア	アイネスト	2.06	Completed	2.32055	0.155139	72.6154	72.6511	1.08945	6.10324	47.0106	12.5297					3390 JP	471	Software	6170 JP	89	Commercial Services			Internet									
M&A	03/14/2007	風間電機興業	日本電計		2.06	Completed					24.1832	2.60621	12.0189	792.829							N.A.	9908 JP	1070	Electronics	KAZAMZ JP		Electronics									
M&A	07/26/2012	"リエトコート心斎橋ウエスト,ＣＲレジデンス自由が丘,パークホームズ札幌ＥＡＳＴ"	アドバンス・レジデンス投資法人	RBFA3 Godo Kaisha	2.06	Completed					206.964	48.9533		314.882					0567458D JP		Investment Companies	3269 JP		REITS			Home Builders									
M&A	05/08/2014	リンフォテック	東洋製罐ｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ		2.06	Completed					783.589	4.63345	15.0619	7138.67							N.A.	5901 JP	19552	Packaging&Containers	LYMTCZ JP		Healthcare-Services									
M&A	10/08/2020	イリテク	ランサーズ		2.06	Completed					0.679191	0.291116	49.7865	37.3196							N.A.	4484 JP	175	Internet	1837619D JP		Software									
M&A	03/09/2011	土地及び建物	プライベート･インベスター	岡藤日産証券ホールディングス	2.05	Completed	12.3179	8.86656		87.0052									8705 JP	483	Diversified Finan Serv			Commercial Services			Real Estate									
M&A	04/03/2007	ステージア東中島Ｉ	大和証券リビング投資法人		2.05	Completed					130.029	44.1808		194.904							N.A.	8986 JP		REITS			Real Estate									
M&A	03/30/2016	ジェイモードエンタープライズ	コムチュア	ラッシュタクティクス	2.05	Completed					35.5292	16.1574	24.3755	204.922					1393488D JP		Software	3844 JP	1316	Software	1393487D JP		Software						101.52	81.59		
M&A	12/03/2013	Land & Building/Yokohama	Unnamed Buyer	リーダー電子	2.05	Completed	2.5761	0.916037	62.7959	32.6807									6867 JP	120	Electronics			Investment Companies			Real Estate									
M&A	08/23/2014	失効替工事関連事業	東光高岳	東京電力ホールディングス	2.05	Completed	4563.73	1.35348		51711.2	64.968	4.47626	21.5516	870.583					9501 JP	37891	Electric	6617 JP	2639	Electrical Compo&Equip			Electronics				70.557	56.66				
M&A	09/13/2007	"ウェルビィ,ウェルビィ岡山,ウェルビィ山口"	スズケン	プロンプト･ホールディングス	2.05	Completed	84.1644	0.592698	19.3195	3179.43	186.122	0.452109	7.28465	20201.5					4723 JP	165	Commercial Services	9987 JP	15041	Pharmaceuticals			Healthcare-Services						160.43	125.996		
M&A	10/03/2011	グローバルデスク	アイネスト	アリババマーケティング	2.05	Completed					2.32055	0.155139	72.6154	72.6511					ALMRKZ JP		Internet	3390 JP	471	Software	GLDSKZ JP		Software									
M&A	08/27/2021	デルファイサウンド	ﾎﾟｰﾙﾄｩｳｨﾝ･ﾋﾟｯﾄｸﾙｰﾎｰﾙﾃﾞｨﾝｸﾞｽ	マーベラス	2.05	Pending	56.8998	18.2543	50.4629	256.65	38.9429	11.5832	29.6723	279.279					7844 JP	582	Software	3657 JP	2276	Computers	DESONZ JP		Entertainment				56.5	46.05	64.7	56.7		
M&A	08/06/2013	東洋刃物 土地と建物	宮城陸送	東洋刃物	2.05	Completed	4.20785	4.85187	26.8141	43.7503									5964 JP	254	Hand/Machine Tools			Transportation			Home Builders									
M&A	03/07/2007	AFC Asia Ltd	ムーンバット	東京ファッションプランニング	2.04	Completed					0.295874	-2.02689	42.4915	76.9916					TKFSPZ JP		Apparel	8115 JP	213	Distribution/Wholesale	AFCASZ HK	6	Distribution/Wholesale									
M&A	03/31/2020	ユニペック	第一カッター興業		2.04	Pending					25.9103	12.0114	32.8986	166.385							N.A.	1716 JP	568	Engineering&Construction	1793443D JP		Chemicals									
M&A	01/26/2005	アウトレットプラザ	ＪＩＭＯＳ	ケイエムインベストメント	2.04	Completed					6.39741	4.22903	51.9133	106.4					KMIVSZ JP		Investment Companies	3310 JP		Retail	OTLTPZ JP		Distribution/Wholesale									
M&A	09/04/2013	グランパーク天神	大和証券リビング投資法人		2.04	Completed					130.029	44.1808		194.904							N.A.	8986 JP		REITS			Home Builders									
M&A	02/12/2002	横河工事	横河ブリッジホールディングス		2.04	Completed					197.703	12.9651	19.6851	1271.33	2.7045	-0.0141498	5.34947	265.414			N.A.	5911 JP	1891	Engineering&Construction	1862 JP		Engineering&Construction						288.467	264.267		
M&A	09/28/2009	プロトメディカルケア	プロトコーポレーション	アントケアホールディングス	2.04	Completed					70.7162	10.3237	42.2676	565.805					ANTCRZ JP		Healthcare-Services	4298 JP	1416	Internet	MDCBCZ JP		Commercial Services						114.6	139.6		
M&A	03/14/2006	明星フレッシュ工場設備	エス・エス・デリカ	明星食品	2.04	Completed	22.5166	1.33385	51.7093	669.381									2900 JP	356	Food	SSDLCZ JP		Food			Food									
M&A	09/27/2013	２商業ビル	ラ・アトレ		2.03	Completed															N.A.	8885 JP		Real Estate			Real Estate									
M&A	09/09/2013	ProbeX Inc	カルナバイオサイエンス		2.03	Completed					-13.5566	-148.338	81.6453	9.23897							N.A.	4572 JP	64	Pharmaceuticals	0862579D JP		Pharmaceuticals						-61.9	-144.8		
M&A	07/01/2007	ＵＳＳ証券	ＵＳＳひまわりグループ	"ユニオンホールディングス,ＵＳＳひまわり"	2.03	Completed															"Diversified Finan Serv, Electronics"	USSHGZ JP		Diversified Finan Serv	USSSEZ JP		Diversified Finan Serv									
M&A	09/10/2007	CAD Related Business	福井ｺﾝﾋﾟｭｰﾀｰﾎｰﾙﾃﾞｨﾝｸﾞｽ	マイゾックス	2.03	Completed					54.2793	42.0898	79.9184	124.319					MYZOXZ JP		Electronics	9790 JP	530	Software			Electronics						202.775	187.675		
M&A	07/01/2019	Juicer事業	ログリー	PLAN-B	2.03	Pending					1.35217	2.97217	19.7102	33.2799					1729476D JP		Internet	6579 JP	59	Advertising			Software									
M&A	03/27/2007	ビッグバンスポーツ	ゲオホールディングス	ヤマノホールディングス	2.03	Completed	4.83313	2.92707	50.4347	125.373	108.85	0.59362	38.2498	3020.5					7571 JP	664	Retail	2681 JP	14505	Retail	BIGBNZ JP		Leisure Time									
M&A	02/23/2017	Software development business/Adways Technology Vi	Ａホールディングス	アドウェイズ	2.03	Completed	17.9229	4.17118	21.8577	392.344	203.023	-1.78697		2235.72					2489 JP	807	Internet	3938 JP	8233	Internet			Software				11.2	9.4	-44.657	-139.383		
M&A	04/28/2010	共同薬品	堺化学工業		2.03	Completed					91.9151	6.50079	22.0846	789.309							N.A.	4078 JP	2009	Chemicals	KYCMCZ JP		Chemicals						270.2	297		
M&A	10/24/2012	ＤＯＴインターナショナル	ワールドホールディングス		2.02	Completed					64.1133	4.30415	17.5316	1294.04							N.A.	2429 JP	22717	Commercial Services	0618684D JP		Healthcare-Services						338	315.1		
M&A	10/06/2014	ＵＨ　Ｐａｒｔｎｅｒｓ	光通信		2.02	Completed					822.878	12.5558	51.816	5307.58							N.A.	9435 JP	5848	Telecommunications	1083454D JP		Retail						1381.35	1318.01		
M&A	07/07/2004	アイエムビイセンター	日本医療事務センター		2.02	Completed					27.2625	3.07659	18.368	696.946							N.A.	9652 JP	13200	Commercial Services	IMBCOZ JP		Commercial Services									
M&A	12/26/2001	日本電気	日本電気	TDKラムダ	2.02	Completed	43.6424	3.86503	30.1271	474.679	3174.6	5.4007	28.9215	28724.5	3174.6	5.4007	28.9215	28724.5	6917 JP	622	Electronics	6701 JP	114714	Electronics	6701 JP	114714	Computers				120.73	104.435	369.702	296.535	369.702	296.535
M&A	06/05/2013	土地及び建物	プレスト・パートナーズ	ヤマノホールディングス	2.02	Completed	4.83313	2.92707	50.4347	125.373									7571 JP	664	Retail	0816171D JP		Real Estate			Real Estate									
M&A	11/27/2002	Acs Inc/Japan	ＴＢＳホールディングス		2.02	Completed					304.177	4.67142	30.2354	3221.43							N.A.	9401 JP	6134	Media	ACSZ JP		Media						125.76	119.512		
M&A	06/23/2015	シェアードシステム	システムズ・デザイン		2.02	Completed					3.80151	3.59536	21.0892	77.1343							N.A.	3766 JP	503	Computers	1291218D JP		Software									
M&A	11/11/2019	ブライノ	複数買収者		2.02	Completed															N.A.			"Internet, Investment Companies, Private Equity"	1749452D JP		Internet									
M&A	05/17/2013	川崎丸魚株式会社	横浜丸魚		2.02	Completed					0.784698	-0.192131	7.24952	385.036							N.A.	8045 JP	188	Food	7942158Z JP		Food									
M&A	04/28/2001	Land & Building in Setagaya-ku Tokyo	Metropolitan Housing Corp	大丸松坂屋百貨店	2.02	Completed	110.442	2.19714	24.7968	2929.31									8235 JP	2829	Retail	MPHZ JP		Retail			Retail									
M&A	04/16/2009	北海道熱供給公社	北海道瓦斯		2.01	Completed					185.109	5.15096		1102							N.A.	9534 JP	1425	Gas	HKNETZ JP		Energy-Alternate Sources									
M&A	05/12/2005	ダイヤモンドデータ	幸進		2.01	Completed															N.A.	KOSHNZ JP		Holding Companies-Divers	DAMNDZ JP		Software									
M&A	03/02/2007	土地及び建物	日立ライフ	水戸証券	2.01	Completed	29.9245	17.8592		144.26									8622 JP	723	Diversified Finan Serv	HTCLFZ JP		Environmental Control			Real Estate									
M&A	03/31/2009	Certain assets/Komatsu	ダイフク	小松製作所	2.01	Completed	3171.97	8.49748	26.4908	22345.2	499.334	9.59234	18.5928	4509.85					6301 JP	61564	Machinery-Constr&Mining	6383 JP	11697	Machinery-Diversified			Hand/Machine Tools				223.945	184.962	333.575	288.386		
M&A	07/29/2008	テスコ	乃村工藝社		2.01	Completed					41.3558	3.46616	19.4312	912.899	-2.93505	-2.78034	5.83666	123.918			N.A.	9716 JP	2004	Commercial Services	4226 JP		Engineering&Construction						33.7	15.963		
M&A	01/06/2006	ラスコーポレーション	ピーアンドピー		2.01	Completed					8.76736	2.23718	18.15	287.564							N.A.	2426 JP	409	Commercial Services	LAZZ JP		Commercial Services									
M&A	03/01/2005	フローバ	パーソナル　サポート	オリコン	2.01	Completed	12.4981	28.9009	66.3579	39.1484									4800 JP	202	Internet	PSNSTZ JP		Internet	FLVAKZ JP		Internet				71.6	68.4				
M&A	04/20/2009	武田通信	東電通		2.01	Completed					10.8044	1.42453	9.13668	513.962							N.A.	1955 JP	1238	Engineering&Construction	TKDTSZ JP		Telecommunications									
M&A	02/16/2011	ﾔｼﾏ･ｴｺ･ｼｽﾃﾑ	八洲電機		2.01	Completed					23.9509	3.64855	19.2161	564.546							N.A.	3153 JP	1004	Distribution/Wholesale	XCKHIZ JP		Engineering&Construction									
M&A	04/30/2010	Crearia Inc	トライアイズ		2.01	Completed					1.16122	5.23341	39.1019	11.8102							N.A.	4840 JP	41	Software	0187152D JP		Engineering&Construction									
M&A	02/18/2008	水力発電事業/二本木工場	日本エネルギーネットワーク	日本曹達	2.01	Completed	167.825	7.16486	27.9668	1314.06									4041 JP	2770	Chemicals	JPENSZ JP		Energy-Alternate Sources			Energy-Alternate Sources				362.52	326.62				
M&A	04/23/2015	クライム・ファクトリー株式会社	エムティーアイ		2	Completed					37.2364	8.76092	73.317	245.081							N.A.	9438 JP	1194	Telecommunications	1067288D JP		Computers									
M&A	11/28/2001	FR Kosan Co Ltd	マックスバリュ中部		2	Completed					49.1006	1.71578	26.0832	1548.35							N.A.	8171 JP	6890	Food	FRKZ JP		Real Estate									
M&A	11/02/2012	土地及び建物	近畿住宅流通	わかもと製薬	2	Completed	-0.987679	-6.74465	51.0226	81.9935									4512 JP	306	Pharmaceuticals	0620451D JP		Real Estate			Real Estate									
M&A	06/22/2017	双葉測器製作所	長野計器		2	Completed					30.7706	4.06923	27.2413	436.321							N.A.	7715 JP	2297	Electronics	1519743D JP		Machinery-Diversified						136.6	131.3		
M&A	06/07/2001	Yagi Euro Nittan	Yagi Tanshi Co	Maxcor Financial Group Inc	2	Completed	21.8124	2.67224		200.722									MAXF US	500	Diversified Finan Serv	1201Z JP		Banks	YAGZ JP		Banks									
M&A	01/27/2003	Asia B&R Network	東京衡機		2	Completed					2.57793	2.81905	15.6365	71.6368							N.A.	7719 JP	241	Electronics	ASBRNZ JP		Electrical Compo&Equip									
M&A	05/16/2018	トーヤハウス	安江工務店		2	Completed					2.56475	2.74564	32.0925	58.9531							N.A.	1439 JP	184	Home Builders	1619354D JP		Home Builders									
M&A	08/09/2006	3 Hot Yoga Studios	ニューディール	アートコム	2	Completed					-9.28115	-38.0197	64.615	31.9894					ARTCZ JP		Commercial Services	4740 JP	145	Distribution/Wholesale			Commercial Services									
M&A	11/06/2000	リョーショクリカー	三菱食品		2	Completed					257.449	0.700622	6.62503	22900.1							N.A.	7451 JP	6441	Distribution/Wholesale	RSKLQZ JP		Beverages						208.27	210.02		
M&A	02/09/2005	アイキュエス	デジタルアーツ		2	Completed					38.3433	43.969	70.9251	68.8476							N.A.	2326 JP	295	Internet	IQSCOZ JP		Internet						212.87	186.364		
M&A	03/19/2020	株式会社三鈴	ＩＴｂｏｏｋホールディングス	ＲＩＺＡＰグループ	1.99	Completed	155.08	2.6456	46.8601	1628.49	8.5664	1.38119	28.5207	223.818					2928 JP	9231	Leisure Time	1447 JP	2106	Computers	7784800Z JP		Retail									
M&A	10/10/2019	共同住宅/東京都新宿区	日本リビング保証		1.99	Pending					5.815	19.7872	65.4075	26.3168							N.A.	7320 JP	103	Commercial Services			Real Estate						128.4	98.967		
M&A	06/27/2016	エヌピーエス	ﾌﾟﾚｼｼﾞｮﾝ･ｼｽﾃﾑ･ｻｲｴﾝｽ	"プライベート･インベスター,日本パルスモーター"	1.99	Completed					11.9177	9.62805	33.3097	87.3386							"Investment Companies, Miscellaneous Manufactur"	7707 JP	187	Biotechnology	0569652D JP		Healthcare-Products						28.9	23.8		
M&A	07/13/2021	土地及び建物/神奈川県小田原市	小田原機器	峠製作所	1.99	Pending					3.07475	5.17621	32.1077	39.1653					1910926D JP		Distribution/Wholesale	7314 JP	206	Electrical Compo&Equip			Real Estate									
M&A	07/29/2016	エスケーフーヅ株式会社	ﾖｼﾑﾗ･ﾌｰﾄﾞ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ		1.99	Completed					12.8192	1.77415	21.3537	274.421							N.A.	2884 JP	752	Food	SKFOOZ JP		Food									
M&A	05/09/2008	ニューロン	あいホールディングス	ＴＢグループ	1.99	Completed	-3.21553	-17.0026	52.6228	22.2343	96.9871	20.4396	46.9872	434.113					6775 JP	150	Electrical Compo&Equip	3076 JP	1331	Distribution/Wholesale	NURONZ JP		Electrical Compo&Equip						158.237	150.823		
M&A	05/24/2006	ビヨーブライト	美濃窯業		1.98	Completed					14.3806	9.52484	26.5439	110.234							N.A.	5356 JP	329	Building Materials	BYBRTZ JP		Building Materials									
M&A	03/31/2004	東洋クロス	東洋紡		1.98	Completed					480.972	8.8452	27.0314	3349.37	-1.02304	-8.80184	5.94831	65.7892			N.A.	3101 JP	10149	Textiles	3552 JP	310	Textiles						162.371	146.094		
M&A	07/31/2008	モリワン	はるやまホールディングス	Ｍ商事	1.98	Completed					-22.0469	-9.46428	55.6549	359.211					MSHJIZ JP		Distribution/Wholesale	7416 JP	2140	Retail	MRONEZ JP		Apparel									
M&A	11/08/2013	デイアンドジョイン	フィスコ		1.98	Completed					1.8987	14.8009	65.8648	11.2888							N.A.	3807 JP	45	Commercial Services	0895165D JP		Media									
M&A	11/22/2016	ルクソニア	プライベート･インベスター	ピクセルカンパニーズ	1.98	Completed	-4.82417	-39.4255	13.2592	12.9571									2743 JP	43	Office/Business Equip			Investment Companies	1261194D JP		Electrical Compo&Equip									
M&A	02/27/2018	Land & building/Heiwa Paper Hong Kong Co Ltd	Unnamed Buyer	平和紙業	1.98	Pending	3.03712	1.43807	18.2022	142.597									9929 JP	209	Distribution/Wholesale			Investment Companies			Real Estate									
M&A	09/18/2013	複合商業施設	Kano Shoji KK	日本アセットマーケティング	1.98	Completed	113.772	34.7467	38.8253	209.331									8922 JP	187	Commercial Services	KANOSZ JP		Food			Real Estate									
M&A	10/15/2013	Udohira Komuten KK	ＡＶＡＮＴＩＡ		1.98	Completed					15.854	3.42755	15.1877	398.464							N.A.	8904 JP	530	Real Estate	5692225Z JP		Home Builders									
M&A	11/15/2005	東綱スチールコード	東京製綱		1.98	Completed					33.907	2.1757	19.2341	570.708							N.A.	5981 JP	1589	Electrical Compo&Equip	TKYSSZ JP		Iron/Steel						83.8	71.4		
M&A	03/22/2011	天童物流センター	ベアロジコ	ウェッズ	1.98	Completed	19.092	5.35657	20.7727	300.355									7551 JP	452	Distribution/Wholesale	BALGCZ JP		Distribution/Wholesale			Distribution/Wholesale									
M&A	01/05/2016	土地及び建物	Unnamed Buyer	日本ラッド	1.97	Completed	0.168887	-1.01103	15.9783	29.235									4736 JP	288	Software			Investment Companies			Real Estate									
M&A	12/02/2014	K2D	ＲＶＨ		1.97	Completed					-0.337097	-4.26157	22.0452	12.0607							N.A.	6786 JP	135	Semiconductors	1210159D JP		Internet									
M&A	11/11/2016	アイティエス	イー・ガーディアン		1.97	Completed					18.3152	18.8384	35.1152	87.6831							N.A.	6050 JP	379	Internet	1462834D JP		Software						141.2	118.5		
M&A	08/27/2009	ｸﾚｼﾞｯﾄｶｰﾄﾞ会員事業	山陰合同銀行	ごうぎんクレジット	1.97	Completed						22.4228		663.722					GOCRGZ JP		Diversified Finan Serv	8381 JP	2133	Banks			Diversified Finan Serv									
M&A	05/08/2006	アイ・エフ	音通		1.97	Completed					9.39575	1.53543	35.3281	120.192							N.A.	7647 JP	203	Distribution/Wholesale	IFCKKZ JP		Retail									
M&A	07/11/2002	Media Business	ゲオホールディングス	リックコーポレーション	1.97	Completed	8.49551	1.60151	34.4947	255.365	108.85	0.59362	38.2498	3020.5					3147 JP	1696	Retail	2681 JP	14505	Retail			Entertainment									
M&A	05/08/2014	株式会社シアーズ	インパクトホールディングス		1.97	Completed					14.9407	11.2128	33.5359	116.98							N.A.	6067 JP	1433	Commercial Services	SEARSZ JP		Advertising						196.95	150.75		
M&A	06/10/2021	SS 受託部の事業	ＥＮＥＯＳホールディングス	レイズネクスト	1.96	Completed	101.8	6.58896	10.7957	1431.82	6148.67	3.90962	14.7574	78295					6379 JP	2122	Machinery-Diversified	5020 JP	40753	Oil&Gas			Machinery-Diversified				140.2	128.3	66.304	69.36		
M&A	06/16/2014	ムーバブルトレードネットワークス	第一カッター興業		1.96	Completed					25.9103	12.0114	32.8986	166.385							N.A.	1716 JP	568	Engineering&Construction	0203050D JP		Commercial Services									
M&A	09/13/2006	東配サービス	象印マホービン		1.96	Completed					82.9778	8.65042	34.5381	720.615							N.A.	7965 JP	1322	Electrical Compo&Equip	TOHSVZ JP		Transportation						72.08	68.27		
M&A	04/03/2003	System Engineering Center Co Ltd	ワークスアプリケーションズ		1.96	Completed					26.734	7.73323	43.1733	262.9							N.A.	4329 JP	2281	Software	SYSECZ JP		Software									
M&A	03/26/2002	Toshi Kaihatsu Sekkei KK	エイトコンサルタント		1.96	Completed					11.5407	5.62148	27.026	139.168							N.A.	4742 JP		Engineering&Construction	TIAZ JP		Engineering&Construction									
M&A	04/28/2016	新生製缶	日本製罐	"伊藤忠商事,丸紅,ＪＦＥコンテイナー"	1.96	Completed					7.64719	3.00964	14.2844	105.839							"Distribution/Wholesale, Packaging&Containers"	5905 JP	212	Packaging&Containers	0650797D JP		Packaging&Containers									
M&A	08/31/2004	Japan PLP Co Ltd	フジクラ	ﾌﾟﾘﾌｫｰﾑﾄﾞ･ﾗｲﾝ･ﾌﾟﾛﾀﾞｸﾂ	1.96	Completed	61.969	8.91413	33.1819	496.56	637.028	4.948	17.7038	6354.19					PLPC US	2969	Telecommunications	5803 JP	53717	Electrical Compo&Equip	JAPPLZ JP		Electrical Compo&Equip						65.411	62.416		
M&A	03/29/2018	有限会社ヴォガ	ゲオホールディングス		1.95	Completed					108.85	0.59362	38.2498	3020.5							N.A.	2681 JP	14505	Retail	1587513D JP		Distribution/Wholesale									
M&A	02/03/2016	キラメックス	ユナイテッド		1.95	Completed					33.508	25.2665	46.6794	123.008							N.A.	2497 JP	274	Internet	1373860D JP		Internet									
M&A	02/10/2009	セルコ	マネージメントグループ	倉元製作所	1.95	Completed	-1.24306	-19.5192	1.32227	8.16956									5216 JP	104	Miscellaneous Manufactur			Electric	SLCOKZ JP		Electric									
M&A	09/22/2008	オリエンタル薬品	日医工		1.95	Completed					82.2972	-2.42449	8.97281	1746.02							N.A.	4541 JP	2725	Pharmaceuticals	ORIPHZ JP		Pharmaceuticals						24.9	8.76		
M&A	02/29/2016	アクロテック	エンカレッジ・テクノロジ		1.95	Completed															N.A.	3682 JP	129	Computers	1382652D JP		Software									
M&A	01/17/2017	FIVESTAR interactive Inc	日本創発グループ		1.95	Completed					23.0117	0.983373	26.6505	500.489							N.A.	7814 JP	2795	Commercial Services	1482465D JP		Internet									
M&A	02/18/2020	Mクリエイティブワークス	タメニー		1.95	Pending					-10.3927	-30.1669		48.8435							N.A.	6181 JP	557	Commercial Services	1785742D JP		Commercial Services									
M&A	05/20/2008	アイチケット	エムスリー		1.95	Completed					725.59	39.6274	61.3608	1691.81							N.A.	2413 JP	8249	Commercial Services	ITICKZ JP		Telecommunications						91.82	98.753		
M&A	02/20/2006	Willone Card Business Unit	カーディナル	ウィルワン	1.95	Completed					0.273031	-5.32209	22.6082	8.64354					WLONEZ JP		Diversified Finan Serv	7855 JP	76	Miscellaneous Manufactur			Diversified Finan Serv									
M&A	03/05/2010	オートウェーブ	プライベート･インベスター		1.94	Completed									3.18203	1.70893	32.4041	68.5735			N.A.			Retail	2666 JP	210	Retail									
M&A	07/01/2016	Land & building in Kyoto	綾部市	神栄	1.94	Completed	12.323	2.53892	20.0175	354.774									3004 JP	536	Distribution/Wholesale	1380090D JP		N.A.			Real Estate									
M&A	05/09/2008	ｷﾃｨﾗｲﾂ&ｴﾝﾀｰﾃｲﾝﾒﾝﾄ	プライベート･インベスター	ＹＯＺＡＮ	1.94	Completed	-32.7177	-196.047		19.8879									6830 JP	1	Telecommunications			Entertainment	KTRNEZ JP		Entertainment									
M&A	02/03/2016	パナソニックコンシューマーマーケティング	パナソニック		1.94	Completed					6470.16	5.24915	29.8506	66680.3							N.A.	6752 JP	240202	Home Furnishings	PANQWZ JP		Home Furnishings						117.76	105.479		
M&A	12/09/2013	上武	ＲＶＨ	ソルガム・ジャパン・ホールディングス	1.94	Completed	-10.4285	-90.07	50.7536	13.4136	-0.337097	-4.26157	22.0452	12.0607					6636 JP		Semiconductors	6786 JP	135	Semiconductors	0918314D JP		Commercial Services									
M&A	04/18/2013	新薬開発研究所事業	トランスジェニック	新薬開発研究所	1.94	Completed					20.1673	15.6274	31.5252	114.141					0764116D JP		Biotechnology	2342 JP	248	Biotechnology			Biotechnology									
M&A	08/31/2016	魚栄商店	Spot KK	フューチャー	1.94	Completed	64.1009	12.6779	42.0974	425.415									4722 JP	2281	Commercial Services	SPOTKZ JP		Retail	UOEISZ JP		Food									
