日経会社コード,企業名称,決算期,決算種別,連結基準,<貸借対照表（資産）>資産合計(百万円),<貸借対照表（資産）>固定資産／非流動資産(百万円),<貸借対照表（資産）>有形固定資産(百万円),<貸借対照表（資産）>償却対象有形固定資産(百万円),<貸借対照表（資産）>現金・預金／現金及び現金同等物(百万円),<貸借対照表（資産）>棚卸資産(百万円),<貸借対照表（資産）>その他棚卸資産(百万円)
0000046,東邦亜鉛,1989/03,10,1,72287,22069,18813,16733,10513,13637,
0000046,東邦亜鉛,1990/03,10,1,75102,23642,19579,16377,6228,15069,
0000046,東邦亜鉛,1991/03,10,1,75526,24226,20090,16194,5325,16748,
0000046,東邦亜鉛,1992/03,10,1,76759,25427,21098,17069,5601,17301,
0000046,東邦亜鉛,1993/03,10,1,72613,25531,21555,18089,6204,16194,
0000046,東邦亜鉛,1994/03,10,1,80002,26241,21326,17598,15416,16634,
0000046,東邦亜鉛,1995/03,10,1,72177,26684,21182,17536,6672,14327,
0000046,東邦亜鉛,1996/03,10,1,69487,27092,22141,17471,4406,14467,
0000046,東邦亜鉛,1997/03,10,1,71416,27505,22064,17459,5036,12543,
0000046,東邦亜鉛,1998/03,10,1,72139,27823,22182,17161,5745,14325,
0000046,東邦亜鉛,1999/03,10,1,69266,29689,22421,17959,5550,15379,
0000046,東邦亜鉛,2000/03,10,1,80139,43521,35639,17629,5249,13019,
0000046,東邦亜鉛,2001/03,10,1,79658,43620,35291,17576,3413,13770,
0000046,東邦亜鉛,2002/03,10,1,77077,41937,34818,16780,4192,14915,
0000046,東邦亜鉛,2003/03,10,1,74862,40367,33890,16383,4597,12921,
0000046,東邦亜鉛,2004/03,10,1,77778,41481,33743,15629,4048,13936,
0000046,東邦亜鉛,2005/03,10,1,81030,42836,34070,16638,4805,13068,
0000046,東邦亜鉛,2006/03,10,1,98289,45686,34471,16489,6541,18648,
0000046,東邦亜鉛,2007/03,10,1,125847,53476,34045,16495,13267,20530,
0000046,東邦亜鉛,2008/03,10,1,124650,54914,34375,16680,14357,26515,
0000046,東邦亜鉛,2009/03,10,1,107824,47534,35448,16632,22283,21649,
0000046,東邦亜鉛,2010/03,10,1,112823,50044,35331,16024,12216,29559,
0000046,東邦亜鉛,2011/03,10,1,141007,78952,45898,21011,12739,27865,
0000046,東邦亜鉛,2012/03,10,1,149803,82310,51860,34097,16550,31533,
0000046,東邦亜鉛,2013/03,10,1,145814,84429,54322,36759,11414,31294,
0000046,東邦亜鉛,2014/03,10,1,145014,82525,52004,34330,11493,34863,
0000046,東邦亜鉛,2015/03,10,1,151970,81819,50052,32483,8628,43067,
0000046,東邦亜鉛,2016/03,10,1,122160,60549,44110,26278,9801,36204,
0000046,東邦亜鉛,2017/03,10,1,129700,58209,41598,23851,10368,38071,
0000046,東邦亜鉛,2018/03,10,1,137259,59505,40949,23133,13802,41926,
0000046,東邦亜鉛,2019/03,10,1,130231,57247,38945,20827,10248,42367,
0000046,東邦亜鉛,2020/03,10,1,117333,58031,39038,21382,8207,35004,
0000047,三菱マテリアル,1984/03,10,1,512068,173333,125587,96463,89795,120609,
0000047,三菱マテリアル,1985/03,10,1,551922,187496,136876,104933,75278,119122,
0000047,三菱マテリアル,1986/03,10,1,575332,215239,147144,107704,77864,119872,
0000047,三菱マテリアル,1987/03,10,1,656609,275142,179707,136305,80398,134002,
0000047,三菱マテリアル,1988/03,10,1,725479,305270,190964,136336,88092,132241,
0000047,三菱マテリアル,1989/03,10,1,731423,328457,201267,134405,51603,124162,
0000047,三菱マテリアル,1990/03,10,1,828558,361378,246980,159373,31291,137343,
0000047,三菱マテリアル,1991/03,10,1,1347804,659167,498562,324703,40608,149868,
0000047,三菱マテリアル,1992/03,10,1,1490177,752483,586177,420113,58842,179159,
0000047,三菱マテリアル,1993/03,10,1,1443096,759583,595832,423639,35730,170130,
0000047,三菱マテリアル,1994/03,10,1,1417253,768830,584334,407399,36071,161992,
0000047,三菱マテリアル,1995/03,10,1,1483328,831810,650637,445169,37901,154137,
0000047,三菱マテリアル,1996/03,10,1,1557287,865911,689105,522323,42637,168610,
0000047,三菱マテリアル,1997/03,10,1,1643332,943200,758077,526867,38951,178796,
0000047,三菱マテリアル,1998/03,10,1,1679206,1002609,802976,567626,58010,167835,
0000047,三菱マテリアル,1999/03,10,1,1605670,1004194,812494,543856,57057,163145,
0000047,三菱マテリアル,2000/03,10,1,1671000,1002833,806959,594252,77211,173636,
0000047,三菱マテリアル,2001/03,10,1,1615844,1089042,815445,586252,16989,185760,
0000047,三菱マテリアル,2002/03,10,1,1575739,1056648,720700,458491,49851,158610,
0000047,三菱マテリアル,2003/03,10,1,1439984,991957,691704,432288,19450,146807,
0000047,三菱マテリアル,2004/03,10,1,1435114,956128,673224,398882,18177,153563,
0000047,三菱マテリアル,2005/03,10,1,1420824,944696,652008,384232,16686,154220,
0000047,三菱マテリアル,2006/03,10,1,1609445,998154,651804,388400,25454,206029,
0000047,三菱マテリアル,2007/03,10,1,1773899,1073528,680472,402112,67556,234919,
0000047,三菱マテリアル,2008/03,10,1,1856276,1081161,681068,408700,109701,261124,
0000047,三菱マテリアル,2009/03,10,1,1732003,1080046,710058,399988,98497,202532,
0000047,三菱マテリアル,2010/03,10,1,1826420,1116863,726315,387366,76989,239054,
0000047,三菱マテリアル,2011/03,10,1,1837405,1048933,687602,390720,112930,261830,
0000047,三菱マテリアル,2012/03,10,1,1751870,990537,662834,368603,70923,257617,
0000047,三菱マテリアル,2013/03,10,1,1811767,1032835,658974,368486,64416,282352,
0000047,三菱マテリアル,2014/03,10,1,1778505,1004039,650571,355012,63486,284951,
0000047,三菱マテリアル,2015/03,10,1,1898157,1029753,655034,363968,93152,296732,
0000047,三菱マテリアル,2016/03,10,1,1793375,1010845,670237,379832,60123,258651,
0000047,三菱マテリアル,2017/03,10,1,1896939,1029470,666226,382328,141264,288278,
0000047,三菱マテリアル,2018/03,10,1,2011067,1065989,645559,385742,93389,366090,
0000047,三菱マテリアル,2019/03,10,1,1938270,1028622,687415,417538,108648,335570,
0000047,三菱マテリアル,2020/03,10,1,1904050,948588,659298,413511,134444,352225,
0000049,住友金属鉱山,1984/03,10,1,282525,113953,74586,56602,36041,66106,
0000049,住友金属鉱山,1985/03,10,1,302450,121615,79549,59450,37443,65036,
0000049,住友金属鉱山,1986/03,10,1,323677,141422,88956,69813,36420,74169,
0000049,住友金属鉱山,1987/03,10,1,343661,150261,99287,81672,43461,73910,
0000049,住友金属鉱山,1988/03,10,1,361991,152207,99861,79384,47266,62621,
0000049,住友金属鉱山,1989/03,10,1,462460,219418,103218,81428,46217,64288,
0000049,住友金属鉱山,1990/03,10,1,574148,252580,106068,79882,97855,63745,
0000049,住友金属鉱山,1991/03,10,1,620122,269953,123159,94080,128010,66053,
0000049,住友金属鉱山,1992/03,10,1,670519,298673,147559,113349,142061,72458,
0000049,住友金属鉱山,1993/03,10,1,616672,328373,160340,132875,62555,75584,
0000049,住友金属鉱山,1994/03,10,1,594982,331954,159922,130880,83075,64580,
0000049,住友金属鉱山,1995/03,10,1,591446,329297,161896,130297,58156,62111,
0000049,住友金属鉱山,1996/03,10,1,624419,314977,161686,130107,35072,64314,
0000049,住友金属鉱山,1997/03,10,1,586948,319178,161890,129669,26957,68250,
0000049,住友金属鉱山,1998/03,10,1,566088,326487,170356,136345,28607,77514,
0000049,住友金属鉱山,1999/03,10,1,544519,324468,173968,139002,26492,73026,
0000049,住友金属鉱山,2000/03,10,1,544121,319379,166532,133841,24864,67401,
0000049,住友金属鉱山,2001/03,10,1,530080,329756,174752,139254,18811,73927,
0000049,住友金属鉱山,2002/03,10,1,518756,331708,179541,146157,23105,77700,
0000049,住友金属鉱山,2003/03,10,1,470774,297548,169373,135328,14029,68004,
0000049,住友金属鉱山,2004/03,10,1,517930,326952,190897,139549,19753,65004,
0000049,住友金属鉱山,2005/03,10,1,573925,347079,207745,164918,35090,102817,
0000049,住友金属鉱山,2006/03,10,1,772562,480974,232338,175754,34709,128940,
0000049,住友金属鉱山,2007/03,10,1,929208,560520,250700,214534,44647,169333,
0000049,住友金属鉱山,2008/03,10,1,1091716,569017,278149,217559,89270,169556,
0000049,住友金属鉱山,2009/03,10,1,880001,498165,260166,197384,63477,106248,
0000049,住友金属鉱山,2010/03,10,1,981458,559337,258004,216363,57486,149575,
0000049,住友金属鉱山,2011/03,10,1,1052353,579795,265089,193638,92024,170246,
0000049,住友金属鉱山,2012/03,10,1,1146759,647264,291222,174469,76245,151068,
0000049,住友金属鉱山,2013/03,10,1,1351153,800901,342067,183875,82791,142962,
0000049,住友金属鉱山,2014/03,10,1,1572367,1034406,415773,341319,70870,155886,
0000049,住友金属鉱山,2015/03,10,1,1740246,1194385,469373,402485,69264,201423,
0000049,住友金属鉱山,2016/03,10,1,1630800,1091721,453534,392662,63374,161974,
0000049,住友金属鉱山,2017/03,10,1,1685018,1091365,483456,431307,81317,218535,
0000049,住友金属鉱山,2018/03,10,3,1732333,1117203,461888,393420,138997,278112,
0000049,住友金属鉱山,2018/03,10,1,1698725,1112718,464414,,,,
0000049,住友金属鉱山,2019/03,10,3,1797701,1246486,458802,390602,86554,288918,
0000049,住友金属鉱山,2019/03,10,1,1759271,1236821,459689,,,,
0000049,住友金属鉱山,2020/03,10,3,1719690,1158468,463405,395401,159410,249884,
0000050,ＤＯＷＡホールディングス,1984/03,10,1,193553,75240,49591,38641,27752,53764,
0000050,ＤＯＷＡホールディングス,1985/03,10,1,206611,80487,52422,42642,26308,56097,
0000050,ＤＯＷＡホールディングス,1986/03,10,1,209655,92333,56720,46086,25788,53206,
0000050,ＤＯＷＡホールディングス,1987/03,10,1,220427,88045,56539,46422,28937,49860,
0000050,ＤＯＷＡホールディングス,1988/03,10,1,241234,98350,57160,45585,27452,46883,
0000050,ＤＯＷＡホールディングス,1989/03,10,1,258652,103613,60737,46351,28394,48976,
0000050,ＤＯＷＡホールディングス,1990/03,10,1,286655,107653,64794,48191,29518,46112,
0000050,ＤＯＷＡホールディングス,1991/03,10,1,318685,121217,76192,50628,25527,58771,
0000050,ＤＯＷＡホールディングス,1992/03,10,1,318253,126940,80501,62035,31224,62777,
0000050,ＤＯＷＡホールディングス,1993/03,10,1,331141,141285,83251,63243,41531,59115,
0000050,ＤＯＷＡホールディングス,1994/03,10,1,335487,164472,103676,85177,33784,58177,
0000050,ＤＯＷＡホールディングス,1995/03,10,1,328191,167869,110184,86387,25786,56258,
0000050,ＤＯＷＡホールディングス,1996/03,10,1,335955,169191,112770,87008,14480,61631,
0000050,ＤＯＷＡホールディングス,1997/03,10,1,341165,165035,110542,84631,13124,70070,
0000050,ＤＯＷＡホールディングス,1998/03,10,1,351293,169051,111670,83943,22254,74936,
0000050,ＤＯＷＡホールディングス,1999/03,10,1,330670,170293,112616,79447,21698,66371,
0000050,ＤＯＷＡホールディングス,2000/03,10,1,319989,170221,108757,84014,19969,57157,
0000050,ＤＯＷＡホールディングス,2001/03,10,1,313209,168694,108164,80335,15766,56928,842
0000050,ＤＯＷＡホールディングス,2002/03,10,1,284552,163478,104494,75662,10669,53824,
0000050,ＤＯＷＡホールディングス,2003/03,10,1,248689,146649,98592,70549,5632,40541,
0000050,ＤＯＷＡホールディングス,2004/03,10,1,246276,149247,92103,63471,4421,39485,
0000050,ＤＯＷＡホールディングス,2005/03,10,1,261461,148287,90627,64394,5292,50569,
0000050,ＤＯＷＡホールディングス,2006/03,10,1,309315,169055,92907,64400,5815,69706,
0000050,ＤＯＷＡホールディングス,2007/03,10,1,352299,180988,97492,68614,4814,81160,
0000050,ＤＯＷＡホールディングス,2008/03,10,1,367931,190508,111340,80361,4316,82236,
0000050,ＤＯＷＡホールディングス,2009/03,10,1,343208,191098,116031,78696,50824,53161,
0000050,ＤＯＷＡホールディングス,2010/03,10,1,330720,182020,105597,80071,27390,56730,
0000050,ＤＯＷＡホールディングス,2011/03,10,1,340161,172708,104101,76772,17231,79791,
0000050,ＤＯＷＡホールディングス,2012/03,10,1,319665,168848,100775,76065,4824,72779,
0000050,ＤＯＷＡホールディングス,2013/03,10,1,349787,178500,103647,76539,6163,80282,
0000050,ＤＯＷＡホールディングス,2014/03,10,1,358717,184719,103890,76732,5857,77773,
0000050,ＤＯＷＡホールディングス,2015/03,10,1,379193,198978,107675,77363,8517,81597,
0000050,ＤＯＷＡホールディングス,2016/03,10,1,364420,195758,110607,76178,19364,69277,
0000050,ＤＯＷＡホールディングス,2017/03,10,1,404604,209780,118553,87452,15589,81799,
0000050,ＤＯＷＡホールディングス,2018/03,10,1,456530,228196,124324,91193,16935,106340,
0000050,ＤＯＷＡホールディングス,2019/03,10,1,494683,256675,134365,101203,20118,119926,
0000050,ＤＯＷＡホールディングス,2020/03,10,1,512495,270352,153336,103764,31730,115302,
0000055,ユアテック,1995/03,10,1,139839,43400,39447,22787,16870,20310,
0000055,ユアテック,1996/03,10,1,152810,48464,43666,27432,19419,16481,
0000055,ユアテック,1997/03,10,1,156982,53209,47644,32613,17242,14487,
0000055,ユアテック,1998/03,10,1,159229,55004,49455,32264,17097,15222,
0000055,ユアテック,1999/03,10,1,156752,53063,47301,29942,15839,12707,
0000055,ユアテック,2000/03,10,1,163261,59530,46125,28292,15705,13076,
0000055,ユアテック,2001/03,10,1,171905,58400,46160,28567,22174,14054,
0000055,ユアテック,2002/03,10,1,157541,59424,46823,27197,20924,10739,
0000055,ユアテック,2003/03,10,1,145665,59669,47717,28337,19005,10589,
0000055,ユアテック,2004/03,10,1,148188,61334,46190,26655,24725,10772,
0000055,ユアテック,2005/03,10,1,153006,68351,46284,26594,27642,10630,
0000055,ユアテック,2006/03,10,1,163029,75503,46415,27230,14109,11277,
0000055,ユアテック,2007/03,10,1,167873,74721,47734,28459,15784,10539,
0000055,ユアテック,2008/03,10,1,168941,71286,48373,29323,17447,12565,
0000055,ユアテック,2009/03,10,1,163674,66832,46029,26433,16301,10506,
0000055,ユアテック,2010/03,10,1,155789,68324,45816,27389,19475,4881,
0000055,ユアテック,2011/03,10,1,157846,65333,43237,25425,20223,6842,
0000055,ユアテック,2012/03,10,1,164250,54483,42373,25568,21944,3820,
0000055,ユアテック,2013/03,10,1,146937,50809,39585,23697,20327,4057,
0000055,ユアテック,2014/03,10,1,157021,45163,38928,23088,20351,2948,
0000055,ユアテック,2015/03,10,1,180723,54864,39629,23698,25598,2864,
0000055,ユアテック,2016/03,10,1,187598,58753,42034,25790,21193,2667,
0000055,ユアテック,2017/03,10,1,190390,62338,44783,28119,31072,2488,
0000055,ユアテック,2018/03,10,1,191201,66558,46223,29179,30959,2854,
0000055,ユアテック,2019/03,10,1,195444,69700,48181,30706,32899,3479,
0000055,ユアテック,2020/03,10,1,197050,67487,47412,29492,36236,2934,
0000056,日比谷総合設備,1996/03,10,1,80214,12990,853,513,13611,11503,
0000056,日比谷総合設備,1997/03,10,1,79780,11136,874,535,10643,9628,
0000056,日比谷総合設備,1998/03,10,1,77883,10702,814,475,10670,9100,
0000056,日比谷総合設備,1999/03,10,1,88592,11245,760,421,16126,7512,
0000056,日比谷総合設備,2000/03,10,1,79177,12521,638,389,16863,7478,
0000056,日比谷総合設備,2001/03,10,1,79650,30635,613,363,7796,4055,
0000056,日比谷総合設備,2002/03,10,1,82493,29299,595,346,19997,5498,
0000056,日比谷総合設備,2003/03,10,1,81204,32048,609,373,14772,7577,
0000056,日比谷総合設備,2004/03,10,1,80311,33018,664,427,17320,4849,
0000056,日比谷総合設備,2005/03,10,1,74212,34791,593,390,14056,4241,
0000056,日比谷総合設備,2006/03,10,1,84128,38217,640,440,11500,5604,
0000056,日比谷総合設備,2007/03,10,1,81033,38850,741,559,7880,2473,
0000056,日比谷総合設備,2008/03,10,1,75085,35165,666,491,9832,2955,
0000056,日比谷総合設備,2009/03,10,1,71770,32959,711,537,11458,3666,
0000056,日比谷総合設備,2010/03,10,1,74631,35814,658,503,11650,1213,
0000056,日比谷総合設備,2011/03,10,1,76764,33138,591,439,13282,1212,
0000056,日比谷総合設備,2012/03,10,1,76442,34007,618,465,8774,1146,
0000056,日比谷総合設備,2013/03,10,1,79427,35828,557,404,5481,758,
0000056,日比谷総合設備,2014/03,10,1,83531,39577,558,405,4920,854,
0000056,日比谷総合設備,2015/03,10,1,84725,40204,532,380,3363,951,
0000056,日比谷総合設備,2016/03,10,1,91900,36561,494,341,5945,888,
0000056,日比谷総合設備,2017/03,10,1,93661,37432,646,551,11345,711,
0000056,日比谷総合設備,2018/03,10,1,82931,31915,740,645,12669,801,
0000056,日比谷総合設備,2019/03,10,1,82396,33169,681,588,17641,668,
0000056,日比谷総合設備,2020/03,10,1,83632,19726,639,546,20896,807,
0000059,植木組,1995/03,10,1,64233,17429,10507,5676,3293,21865,
0000059,植木組,1996/03,10,1,64081,16818,10610,5422,4988,19123,
0000059,植木組,1997/03,10,1,65028,16895,11068,5864,4751,21420,
0000059,植木組,1998/03,10,1,61428,16389,11403,5610,5643,16842,
0000059,植木組,1999/03,10,1,59476,17049,10806,4991,6803,14767,
0000059,植木組,2000/03,10,1,60257,16432,10929,5087,6159,17176,
0000059,植木組,2001/03,10,1,54088,17264,11276,4778,5170,12499,
0000059,植木組,2002/03,10,1,48468,15920,11242,4875,4771,11411,
0000059,植木組,2003/03,10,1,46027,15418,11023,4498,4232,12487,
0000059,植木組,2004/03,10,1,43377,15643,11072,4054,3807,10184,
0000059,植木組,2005/03,10,1,47517,16166,11231,4249,3957,8955,
0000059,植木組,2006/03,10,1,44466,16806,11735,4174,4645,6216,
0000059,植木組,2007/03,10,1,41042,16891,12352,4526,4785,4010,
0000059,植木組,2008/03,10,1,42697,16229,12147,4271,4475,7251,
0000059,植木組,2009/03,10,1,48938,17382,13798,5375,5620,6223,
0000059,植木組,2010/03,10,1,40730,16401,13501,5613,6999,2536,
0000059,植木組,2011/03,10,1,36852,16222,13445,5638,6750,1777,
0000059,植木組,2012/03,10,1,39077,16042,13559,5714,5003,3031,
0000059,植木組,2013/03,10,1,37374,16285,13656,5429,4710,4012,
0000059,植木組,2014/03,10,1,39357,16694,13991,5975,5146,3094,
0000059,植木組,2015/03,10,1,41329,17095,14339,6322,5934,2493,
0000059,植木組,2016/03,10,1,38943,16555,14079,6186,5611,3716,
0000059,植木組,2017/03,10,1,41865,15521,12900,5331,5334,3570,
0000059,植木組,2018/03,10,1,38996,15244,12365,4917,6996,3418,
0000059,植木組,2019/03,10,1,44256,15787,13071,5317,7236,3475,
0000059,植木組,2020/03,10,1,47741,16139,13467,5966,7085,2900,
0000061,大成建設,1978/03,10,1,826249,122011,51455,24238,107455,395466,
0000061,大成建設,1979/03,10,1,798891,133548,56284,24050,104856,362186,
0000061,大成建設,1980/03,10,1,888391,151516,67079,44388,121494,416482,
0000061,大成建設,1981/03,10,1,921677,159227,69686,45777,104539,443769,
0000061,大成建設,1982/03,10,1,1013359,172172,73380,48725,127679,510396,
0000061,大成建設,1983/03,10,1,986340,175079,76457,52053,85683,522140,
0000061,大成建設,1984/03,10,1,1036470,187092,75783,51835,98363,497688,
